,reward,episodeLength,eps
145,-401.480844560829,32,0.9951666666666666
146,-401.97721995607117,12,0.9951333333333333
147,-401.2821025557161,33,0.9951
148,-401.2464446620669,49,0.9950666666666667
149,-400.790600773453,6,0.9950333333333333
150,-401.3512171899209,9,0.995
151,-401.26078505189594,9,0.9949666666666667
152,-401.895875750286,12,0.9949333333333333
153,-396.42855377265414,46,0.9949
154,-400.905895487987,6,0.9948666666666667
155,-403.9443624843723,26,0.9948333333333333
156,-401.72020021251427,13,0.9948
157,-400.1360389688807,17,0.9947666666666667
158,-401.20421008274764,10,0.9947333333333334
159,-403.22827581339135,20,0.9947
160,-401.6245272697202,8,0.9946666666666667
161,-401.1270559223841,7,0.9946333333333334
162,-401.3371408673038,17,0.9946
163,-401.4123504794548,9,0.9945666666666667
164,-401.01176890874945,18,0.9945333333333334
165,-400.9628437414152,10,0.9945
166,-400.86792276482663,8,0.9944666666666667
167,-402.01807030429046,12,0.9944333333333333
168,-401.5314492350408,16,0.9944
169,-401.0114834731539,8,0.9943666666666666
170,-402.806663373729,25,0.9943333333333333
171,-400.41598132537575,24,0.9943
172,-400.1160718438495,30,0.9942666666666666
173,-401.161380066993,19,0.9942333333333333
174,-401.90925403315305,25,0.9942
175,-401.26974655595376,8,0.9941666666666666
176,-400.8907999907806,8,0.9941333333333333
177,-399.1844501417866,43,0.9941
178,-401.5903130188916,9,0.9940666666666667
179,-403.782779578486,24,0.9940333333333333
180,-401.31460321781424,13,0.994
181,-401.5875808618876,12,0.9939666666666667
182,-400.074081410761,35,0.9939333333333333
183,-401.05099009236017,7,0.9939
184,-401.2006045754851,8,0.9938666666666667
185,-402.09270272928,12,0.9938333333333333
186,-401.3572918619107,9,0.9938
187,-403.61900604790014,30,0.9937666666666667
188,-401.45644281549943,26,0.9937333333333334
189,-403.7822757986698,18,0.9937
190,-400.8123943034668,20,0.9936666666666667
191,-400.5324285419303,14,0.9936333333333334
192,-401.0137533877794,7,0.9936
193,-400.2834193731139,15,0.9935666666666667
194,-400.333990960533,16,0.9935333333333334
195,-401.7676287154517,11,0.9935
196,-404.5074133893424,16,0.9934666666666667
197,-400.9124973953021,12,0.9934333333333333
198,-401.76205437733427,10,0.9934
199,-407.764831525296,40,0.9933666666666666
200,-401.6024225812195,22,0.9933333333333333
201,-404.32610465282283,17,0.9933
202,-403.0837990629468,16,0.9932666666666666
203,-401.235880642979,10,0.9932333333333333
204,-401.1192997428097,9,0.9932
205,-403.73043985079147,31,0.9931666666666666
206,-401.19748385627315,15,0.9931333333333333
207,-402.3336596220195,38,0.9931
208,-400.5468350837866,25,0.9930666666666667
209,-400.50565529523203,19,0.9930333333333333
210,-403.1109248846678,20,0.993
211,-400.583669968466,16,0.9929666666666667
212,-401.57301959043957,8,0.9929333333333333
213,-400.7970303010847,10,0.9929
214,-400.8856459160168,8,0.9928666666666667
215,-400.6136861244594,14,0.9928333333333333
216,-402.49639585896233,20,0.9928
217,-401.47579833258743,16,0.9927666666666667
218,-398.2794750211686,31,0.9927333333333334
219,-400.1196754030435,15,0.9927
220,-400.7557238268152,13,0.9926666666666667
221,-402.9343152248079,35,0.9926333333333334
222,-401.17614359274,7,0.9926
223,-400.8243716553712,6,0.9925666666666667
224,-401.0029632064106,34,0.9925333333333334
225,-405.9945042716588,41,0.9925
226,-398.87676077330445,40,0.9924666666666667
227,-405.3792712723291,20,0.9924333333333333
228,-401.5500611613007,10,0.9924
229,-403.20384604457104,18,0.9923666666666666
230,-401.5668410874366,9,0.9923333333333333
231,-402.036927423717,15,0.9923
232,-397.3325070733658,28,0.9922666666666666
233,-401.7674986116931,11,0.9922333333333333
234,-400.56514310389366,33,0.9922
235,-400.790600773453,8,0.9921666666666666
236,-403.03371644722756,12,0.9921333333333333
237,-401.1049139220497,21,0.9921
238,-400.64779959277223,17,0.9920666666666667
239,-401.54275977495206,18,0.9920333333333333
240,-402.53215412741076,19,0.992
241,-400.5836490181333,15,0.9919666666666667
242,-400.8472196043324,7,0.9919333333333333
243,-401.2357570061928,9,0.9919
244,-401.86214602661516,10,0.9918666666666667
245,-401.4776812349856,9,0.9918333333333333
246,-401.69409339706283,9,0.9918
247,-402.2945525090873,10,0.9917666666666667
248,-401.12428763430256,7,0.9917333333333334
249,-401.41932918204714,8,0.9917
250,-401.6029164184329,11,0.9916666666666667
251,-400.7972236649106,12,0.9916333333333334
252,-401.5257522505365,16,0.9916
253,-401.2357570061928,8,0.9915666666666667
254,-402.9270897049469,13,0.9915333333333334
255,-399.2986304238783,17,0.9915
256,-401.4979577361964,33,0.9914666666666667
257,-403.175332308464,16,0.9914333333333334
258,-402.23222460869306,14,0.9914
259,-400.7536234892889,12,0.9913666666666666
260,-402.8632702591988,13,0.9913333333333333
261,-400.8765343418795,13,0.9913
262,-402.4712135747965,28,0.9912666666666666
263,-401.2073475742603,11,0.9912333333333333
264,-401.1380832400647,10,0.9912
265,-400.9858776445218,7,0.9911666666666666
266,-401.79798056535697,23,0.9911333333333333
267,-402.317723691094,28,0.9911
268,-400.8472196043324,7,0.9910666666666667
269,-400.8427247494475,16,0.9910333333333333
270,-400.00140629186234,17,0.991
271,-401.5551150168757,19,0.9909666666666667
272,-403.310640208605,15,0.9909333333333333
273,-400.72153899152397,8,0.9909
274,-401.8029427162852,11,0.9908666666666667
275,-401.84236250618517,12,0.9908333333333333
276,-401.3859784179961,9,0.9908
277,-397.97843544071276,45,0.9907666666666667
278,-401.17111401623134,11,0.9907333333333334
279,-402.03832722217203,9,0.9907
280,-401.64197022344985,13,0.9906666666666667
281,-401.99072250590405,12,0.9906333333333334
282,-402.91873289114636,24,0.9906
283,-402.7667591812766,18,0.9905666666666667
284,-400.651151295983,53,0.9905333333333334
285,-402.6486325560171,22,0.9905
286,-401.99556850040307,9,0.9904666666666667
287,-397.0890408427098,37,0.9904333333333334
288,-400.9089428673438,14,0.9904
289,-399.4511425190008,15,0.9903666666666666
290,-401.9762852711267,14,0.9903333333333333
291,-400.69147049713615,8,0.9903
292,-401.3145651606552,7,0.9902666666666666
293,-402.01174541111607,19,0.9902333333333333
294,-401.0679180821377,9,0.9902
295,-401.8285037513789,11,0.9901666666666666
296,-402.2566038090295,10,0.9901333333333333
297,-401.1035760311951,8,0.9901
298,-401.0407310587349,7,0.9900666666666667
299,-400.69147049713615,6,0.9900333333333333
300,-401.0287692437932,7,0.99
301,-401.3708625637058,24,0.9899666666666667
302,-400.9073611644509,15,0.9899333333333333
303,-402.63106436267236,12,0.9899
304,-401.276165221463,12,0.9898666666666667
305,-402.11828151924925,12,0.9898333333333333
306,-396.6416467458597,46,0.9898
307,-403.75382557507595,17,0.9897666666666667
308,-403.0548849472623,16,0.9897333333333334
309,-404.1478050607303,39,0.9897
310,-401.0352198143955,30,0.9896666666666667
311,-401.2114352442552,7,0.9896333333333334
312,-403.8505977848667,19,0.9896
313,-400.9146224675243,10,0.9895666666666667
314,-401.1662097402769,11,0.9895333333333334
315,-401.2889232452535,8,0.9895
316,-400.674975626491,27,0.9894666666666667
317,-402.1100797662385,16,0.9894333333333334
318,-404.2526888827868,17,0.9894
319,-401.8316215596682,14,0.9893666666666666
320,-401.99909588194134,9,0.9893333333333333
321,-398.5166302199469,33,0.9893
322,-403.22225362460307,22,0.9892666666666666
323,-402.1616595497716,17,0.9892333333333333
324,-401.3485138442025,9,0.9892
325,-400.5554238108367,24,0.9891666666666666
326,-401.0704207797007,14,0.9891333333333333
327,-401.63388538582086,9,0.9891
328,-401.00064407894354,13,0.9890666666666666
329,-405.1949407041386,33,0.9890333333333333
330,-402.2399099497108,13,0.989
331,-401.7703711079234,25,0.9889666666666667
332,-401.63388538582086,9,0.9889333333333333
333,-402.502751291025,43,0.9889
334,-402.05064905310286,18,0.9888666666666667
335,-401.71347545817264,11,0.9888333333333333
336,-401.4220997385937,8,0.9888
337,-401.8692757034209,17,0.9887666666666667
338,-401.11621050096613,10,0.9887333333333334
339,-401.2286835252597,16,0.9887
340,-403.2579098271518,17,0.9886666666666667
341,-400.9565087833135,7,0.9886333333333334
342,-401.2675784611755,8,0.9886
343,-401.8775320192589,16,0.9885666666666667
344,-401.6481737127509,11,0.9885333333333334
345,-406.8563949735559,38,0.9885
346,-401.23473696614593,9,0.9884666666666667
347,-400.905895487987,8,0.9884333333333334
348,-400.8143358921865,6,0.9884
349,-401.500245320865,11,0.9883666666666666
350,-399.9679540774767,32,0.9883333333333333
351,-402.66223704932975,13,0.9883
352,-401.5029163933495,8,0.9882666666666666
353,-402.025142170721,12,0.9882333333333333
354,-401.9399463199249,15,0.9882
355,-399.8741494131621,19,0.9881666666666666
356,-404.3932747608508,32,0.9881333333333333
357,-401.8197959916888,10,0.9881
358,-399.54960019257936,17,0.9880666666666666
359,-402.05081703321525,10,0.9880333333333333
360,-401.7574855418898,13,0.988
361,-402.32428244536567,15,0.9879666666666667
362,-401.1050195003447,10,0.9879333333333333
363,-401.1270559223841,8,0.9879
364,-407.01792501535976,28,0.9878666666666667
365,-401.4947832832313,12,0.9878333333333333
366,-401.05701984706076,7,0.9878
367,-401.81053365629464,17,0.9877666666666667
368,-402.64758905283867,62,0.9877333333333334
369,-401.26974655595376,8,0.9877
370,-401.04226843147035,12,0.9876666666666667
371,-401.0074613767674,11,0.9876333333333334
372,-401.72169530189984,12,0.9876
373,-401.3891864173708,11,0.9875666666666667
374,-401.881894998836,14,0.9875333333333334
375,-403.5544410252952,18,0.9875
376,-401.1694001325785,8,0.9874666666666667
377,-401.89339019492695,20,0.9874333333333334
378,-403.1264857007463,15,0.9874
379,-404.6052485344229,20,0.9873666666666666
380,-403.16923689721676,19,0.9873333333333333
381,-404.45399751539856,18,0.9873
382,-401.2022500322177,7,0.9872666666666666
383,-401.44907715347085,8,0.9872333333333333
384,-400.98072229092776,28,0.9872
385,-401.72020021251427,10,0.9871666666666666
386,-401.804308711319,12,0.9871333333333333
387,-401.01342838311353,9,0.9871
388,-401.98301495151844,18,0.9870666666666666
389,-400.6229625360279,19,0.9870333333333333
390,-400.8243716553712,6,0.987
391,-399.44315355230844,21,0.9869666666666667
392,-403.3934037332705,15,0.9869333333333333
393,-401.124218521855,26,0.9869
394,-401.25045868254415,30,0.9868666666666667
395,-404.00363887647393,21,0.9868333333333333
396,-402.7016247610478,26,0.9868
397,-402.1881757846924,24,0.9867666666666667
398,-401.06808444600375,7,0.9867333333333334
399,-401.2221248270676,16,0.9867
400,-401.8602092009454,9,0.9866666666666667
401,-402.2344607798254,17,0.9866333333333334
402,-400.86792276482663,6,0.9866
403,-400.8724708396135,6,0.9865666666666667
404,-401.54971659250083,8,0.9865333333333334
405,-401.2085451430501,8,0.9865
406,-401.5828815364958,27,0.9864666666666667
407,-401.8241245415768,11,0.9864333333333334
408,-400.77571362204145,10,0.9864
409,-401.9479062751558,13,0.9863666666666666
410,-401.76205437733427,8,0.9863333333333333
411,-402.6544623603884,13,0.9863
412,-404.9280862799605,22,0.9862666666666666
413,-402.8859030776926,29,0.9862333333333333
414,-400.905895487987,6,0.9862
415,-402.23848628212096,14,0.9861666666666666
416,-401.1454282778593,15,0.9861333333333333
417,-400.86792276482663,6,0.9861
418,-402.0401214488763,11,0.9860666666666666
419,-401.6515223256486,9,0.9860333333333333
420,-400.790600773453,6,0.986
421,-403.01902553278893,28,0.9859666666666667
422,-401.9639627076072,13,0.9859333333333333
423,-402.00490316109654,21,0.9859
424,-400.8856459160168,7,0.9858666666666667
425,-403.28760987337404,20,0.9858333333333333
426,-401.70434105755237,11,0.9858
427,-401.05099009236017,7,0.9857666666666667
428,-401.11995907689635,8,0.9857333333333334
429,-398.54745540158746,31,0.9857
430,-400.7097746854311,28,0.9856666666666667
431,-401.43901520499907,10,0.9856333333333334
432,-403.4315996430535,20,0.9856
433,-396.8434356706287,65,0.9855666666666667
434,-400.85555072529047,6,0.9855333333333334
435,-400.07054548419916,19,0.9855
436,-401.7898866709899,12,0.9854666666666667
437,-401.2797869089853,14,0.9854333333333334
438,-401.87489635479864,10,0.9854
439,-401.183025531831,14,0.9853666666666666
440,-400.8907999907806,7,0.9853333333333333
441,-400.8268720081885,9,0.9853
442,-402.51128968056275,13,0.9852666666666666
443,-400.8243716553712,8,0.9852333333333333
444,-401.2060895856359,7,0.9852
445,-401.0117853824685,7,0.9851666666666666
446,-404.39378228106415,19,0.9851333333333333
447,-401.07437499393905,8,0.9851
448,-401.8407100518398,9,0.9850666666666666
449,-400.8885852264951,23,0.9850333333333333
450,-403.89918295624176,21,0.985
451,-402.4459427050724,11,0.9849666666666667
452,-402.5195315288784,12,0.9849333333333333
453,-402.05373693748584,16,0.9849
454,-401.0722347552218,10,0.9848666666666667
455,-401.61517516467234,17,0.9848333333333333
456,-399.8189484029363,48,0.9848
457,-401.1056242213201,10,0.9847666666666667
458,-401.517135635866,8,0.9847333333333333
459,-404.9773041409913,26,0.9847
460,-402.38726951383023,45,0.9846666666666667
461,-401.29485685069295,10,0.9846333333333334
462,-401.6757615216439,11,0.9846
463,-401.6655207004782,24,0.9845666666666667
464,-401.36773083960185,44,0.9845333333333334
465,-401.12428763430256,7,0.9845
466,-399.8022943231647,23,0.9844666666666667
467,-402.8127439363218,21,0.9844333333333334
468,-401.27257149876874,14,0.9844
469,-407.0640866284138,91,0.9843666666666666
470,-402.6706824893134,17,0.9843333333333333
471,-400.6365082516668,21,0.9843
472,-401.2022500322177,9,0.9842666666666666
473,-401.29485685069295,10,0.9842333333333333
474,-401.6076719228125,17,0.9842
475,-401.2889232452535,7,0.9841666666666666
476,-402.24968501123556,23,0.9841333333333333
477,-401.9883691613345,11,0.9841
478,-401.58041767527624,9,0.9840666666666666
479,-401.80043193023266,9,0.9840333333333333
480,-401.1613004924691,24,0.984
481,-401.70762893987154,18,0.9839666666666667
482,-404.6173249360253,27,0.9839333333333333
483,-403.6744460017,16,0.9839
484,-401.81450558444413,12,0.9838666666666667
485,-401.885070394136,29,0.9838333333333333
486,-400.905895487987,6,0.9838
487,-403.0394124760084,15,0.9837666666666667
488,-402.99831440564896,16,0.9837333333333333
489,-403.3278693181665,21,0.9837
490,-402.75116382374756,17,0.9836666666666667
491,-400.7074645447311,10,0.9836333333333334
492,-402.9444087266091,12,0.9836
493,-403.0245786315167,19,0.9835666666666667
494,-401.4776812349856,10,0.9835333333333334
495,-401.15024909890207,7,0.9835
496,-401.8864772306905,10,0.9834666666666667
497,-400.528265426745,13,0.9834333333333334
498,-402.46540351972095,24,0.9834
499,-400.5758656001837,23,0.9833666666666667
500,-406.5156899186775,39,0.9833333333333333
501,-397.0023656193304,35,0.9833
502,-405.536255273761,23,0.9832666666666666
503,-402.77008431020863,11,0.9832333333333333
504,-401.7676287154517,10,0.9832
505,-402.290954112419,11,0.9831666666666666
506,-401.34059887468544,34,0.9831333333333333
507,-401.0137533877794,7,0.9831
508,-403.6824169169329,17,0.9830666666666666
509,-402.5822318950978,12,0.9830333333333333
510,-400.8243716553712,6,0.983
511,-401.2114352442552,7,0.9829666666666667
512,-401.4433767475806,10,0.9829333333333333
513,-401.5896777469192,14,0.9829
514,-401.3395425177683,11,0.9828666666666667
515,-401.559840313916,9,0.9828333333333333
516,-400.7609312352759,7,0.9828
517,-402.96533319310697,12,0.9827666666666667
518,-400.7246849626788,9,0.9827333333333333
519,-401.58035430072096,23,0.9827
520,-402.17485914699415,10,0.9826666666666667
521,-400.0966740788184,30,0.9826333333333334
522,-401.1447849326385,7,0.9826
523,-405.32467554285546,24,0.9825666666666667
524,-402.95924702414476,16,0.9825333333333334
525,-401.1567194498492,18,0.9825
526,-401.0487689944895,12,0.9824666666666667
527,-401.72813317404103,9,0.9824333333333334
528,-403.1447720607038,14,0.9824
529,-402.96347719828884,13,0.9823666666666666
530,-401.766615576853,9,0.9823333333333333
531,-399.3609129413667,22,0.9823
532,-400.7358535565946,15,0.9822666666666666
533,-399.9800565688182,37,0.9822333333333333
534,-400.81544917032386,11,0.9822
535,-401.92436525606837,10,0.9821666666666666
536,-399.93897921698465,15,0.9821333333333333
537,-401.2060895856359,7,0.9821
538,-402.0242589316656,14,0.9820666666666666
539,-402.11499388222705,26,0.9820333333333333
540,-403.12153504072637,35,0.982
541,-404.9913470194372,61,0.9819666666666667
542,-401.66029753576447,16,0.9819333333333333
543,-401.1595230834377,25,0.9819
544,-402.8328611659061,13,0.9818666666666667
545,-402.12398702667866,11,0.9818333333333333
546,-400.905895487987,7,0.9818
547,-401.3147000277867,8,0.9817666666666667
548,-401.1485642075128,8,0.9817333333333333
549,-401.6488634456619,17,0.9817
550,-401.3607401992638,17,0.9816666666666667
551,-401.6521270347726,11,0.9816333333333334
552,-401.6364899683777,13,0.9816
553,-401.5780690880892,12,0.9815666666666667
554,-403.0499291235101,15,0.9815333333333334
555,-401.42325735805144,28,0.9815
556,-400.8724708396135,6,0.9814666666666667
557,-401.8070775862461,19,0.9814333333333334
558,-400.8472196043324,6,0.9814
559,-401.8786990068083,26,0.9813666666666667
560,-400.7534042354304,15,0.9813333333333333
561,-403.95906757485085,38,0.9813
562,-402.99953779665077,26,0.9812666666666666
563,-402.33538030794597,27,0.9812333333333333
564,-402.495396863163,26,0.9812
565,-404.83385385782776,17,0.9811666666666666
566,-400.29322900351053,21,0.9811333333333333
567,-400.790600773453,7,0.9811
568,-401.67053048746925,9,0.9810666666666666
569,-400.88861424327337,15,0.9810333333333333
570,-401.5814015953391,9,0.981
571,-400.4539611901818,13,0.9809666666666667
572,-401.4582079875848,13,0.9809333333333333
573,-400.71166215318857,7,0.9809
574,-401.4651702879153,26,0.9808666666666667
575,-405.73185451892283,24,0.9808333333333333
576,-401.8228520456099,11,0.9808
577,-400.8472196043324,6,0.9807666666666667
578,-405.0561888961566,26,0.9807333333333333
579,-400.9858776445218,8,0.9807
580,-401.389247257226,9,0.9806666666666667
581,-398.67113993859203,40,0.9806333333333334
582,-402.79844625097314,17,0.9806
583,-400.5212600816375,14,0.9805666666666667
584,-401.35335109156586,8,0.9805333333333334
585,-401.35517187487886,10,0.9805
586,-400.2698954233103,25,0.9804666666666667
587,-398.6070275775396,37,0.9804333333333334
588,-404.02502882442093,14,0.9804
589,-401.65767017123864,21,0.9803666666666667
590,-399.3081968896122,35,0.9803333333333333
591,-401.70701818709983,13,0.9803
592,-401.1510677325535,8,0.9802666666666666
593,-401.4510858847468,15,0.9802333333333333
594,-403.10821845821164,14,0.9802
595,-402.9341294999726,11,0.9801666666666666
596,-392.1419449309775,46,0.9801333333333333
597,-400.1812375357427,15,0.9801
598,-401.33557204967343,15,0.9800666666666666
599,-401.6800732000628,12,0.9800333333333333
600,-395.2120232888338,35,0.98
601,-400.69262827588074,23,0.9799666666666667
602,-401.8546098099982,25,0.9799333333333333
603,-400.86792276482663,6,0.9799
604,-401.96898865767577,12,0.9798666666666667
605,-401.9579723402643,11,0.9798333333333333
606,-401.58428724750524,19,0.9798
607,-402.1680802653881,19,0.9797666666666667
608,-400.85555072529047,6,0.9797333333333333
609,-401.9002636320906,16,0.9797
610,-400.97205754157017,20,0.9796666666666667
611,-401.627197106096,12,0.9796333333333334
612,-402.1189231591813,9,0.9796
613,-409.02926605292976,64,0.9795666666666667
614,-401.8343248208768,11,0.9795333333333334
615,-403.15504628524974,11,0.9795
616,-401.21127514072356,20,0.9794666666666667
617,-403.07448635672097,13,0.9794333333333334
618,-402.2926027811085,14,0.9794
619,-404.40293883256425,16,0.9793666666666667
620,-401.9946784009915,37,0.9793333333333334
621,-399.54516333644403,29,0.9793
622,-399.4512424455396,23,0.9792666666666666
623,-401.32850565569316,8,0.9792333333333333
624,-403.29826691972414,13,0.9792
625,-401.6779130592632,9,0.9791666666666666
626,-404.99879366945544,19,0.9791333333333333
627,-405.76403040814597,28,0.9791
628,-400.91461112766063,9,0.9790666666666666
629,-402.74478969314424,12,0.9790333333333333
630,-400.2014213250129,25,0.979
631,-401.09964757276526,11,0.9789666666666667
632,-401.48121075715136,9,0.9789333333333333
633,-406.30146928807784,26,0.9789
634,-400.73215729403785,8,0.9788666666666667
635,-401.53073182442984,10,0.9788333333333333
636,-401.01434666934074,15,0.9788
637,-402.21421905102244,12,0.9787666666666667
638,-403.89859334656666,15,0.9787333333333333
639,-402.41850745984067,15,0.9787
640,-401.3036395676949,22,0.9786666666666667
641,-401.6860175390076,13,0.9786333333333334
642,-401.24982025356195,13,0.9786
643,-401.08638223681925,14,0.9785666666666667
644,-400.9565087833135,7,0.9785333333333334
645,-400.1827314285447,19,0.9785
646,-402.0061579573303,11,0.9784666666666667
647,-403.076690427259,14,0.9784333333333334
648,-401.47958045499655,9,0.9784
649,-400.64733827108455,13,0.9783666666666667
650,-406.9754725505507,71,0.9783333333333333
651,-401.07861183883546,10,0.9783
652,-401.88946562457545,11,0.9782666666666666
653,-401.5008830758667,12,0.9782333333333333
654,-399.6262932710285,17,0.9782
655,-400.7926733406708,9,0.9781666666666666
656,-400.99792967026394,11,0.9781333333333333
657,-402.2011906942244,10,0.9781
658,-402.5098469362004,18,0.9780666666666666
659,-400.9436083501296,10,0.9780333333333333
660,-401.7747581494357,9,0.978
661,-401.8583055336372,12,0.9779666666666667
662,-401.32680280270495,8,0.9779333333333333
663,-401.5731856783575,22,0.9779
664,-402.52144783458795,11,0.9778666666666667
665,-399.2296317154503,34,0.9778333333333333
666,-401.7525784235222,12,0.9778
667,-401.5989261414363,8,0.9777666666666667
668,-402.62380211388887,23,0.9777333333333333
669,-404.67855316379746,17,0.9777
670,-401.05099009236017,7,0.9776666666666667
671,-402.22640797933184,20,0.9776333333333334
672,-401.2518257119911,12,0.9776
673,-403.18950999860107,17,0.9775666666666667
674,-404.3305400840199,53,0.9775333333333334
675,-400.66746995888303,13,0.9775
676,-399.2227224585646,30,0.9774666666666667
677,-401.02674027696935,7,0.9774333333333334
678,-402.7139104405546,14,0.9774
