0, -0.009572836629360149
3000, 0.000769438975088077
6000, 0.008218026314029458
9000, 0.012613713041326191
12000, 0.011048937154668481
15000, 0.014546091979558806
18000, 0.01947788286171992
20999.999999999993, 0.025460342265750002
24000, 0.023875958696974564
27000, 0.02584221228576289
30000, 0.03143012411546531
32999.99999999999, 0.03752702013230724
36000, 0.043833545499038395
39000, 0.04944345758779045
42000, 0.056477724546388
45000, 0.06195030838414728
48000, 0.06999941144701205
50999.999999999985, 0.08019784774804917
53999.999999999985, 0.08416400252591705
57000, 0.0882835428215184
60000, 0.09142162380173635
63000, 0.09484621512546465
66000, 0.0981973420936203
69000, 0.10043668733576638
72000, 0.10269699443118041
75000, 0.10494072779336072
77999.99999999999, 0.10718810589768435
80999.99999999999, 0.10943866093002652
84000, 0.11168445540674565
87000, 0.11168645258315868
90000, 0.11281221778073192
93000, 0.11341023126522076
96000, 0.11505898444391871
99000, 0.11238887195492064
101999.99999999999, 0.11394043363464834
104999.99999999999, 0.11449903737863387
107999.99999999999, 0.1152401204413731
110999.99999999999, 0.1173096025697492
113999.99999999999, 0.11843536838439073
116999.99999999999, 0.11805484635536123
119999.99999999999, 0.11896496366439369
122999.99999999999, 0.12418004255454451
125999.99999999999, 0.12293669257039275
128999.99999999999, 0.12293276790399899
132000, 0.12388338831061574
135000, 0.1251818622269778
138000, 0.12568868216676943
141000, 0.1264803742284334
143999.99999999994, 0.1321597442485284
147000, 0.13080413805817503
