,timestep,x,x_dot,costheta,sintheta,theta_dot,action
0,0,0.0,0.0,1.0,0.0,0.0,0
1,1,-0.023481812328100204,-0.4696362316608429,0.9984073042869568,0.056416694074869156,1.128933310508728,0
2,2,-0.07021599262952805,-0.9346835613250732,0.9863570332527161,0.16462001204490662,2.1785216331481934,1
3,3,-0.11623410880565643,-0.9203623533248901,0.9656419157981873,0.2598762512207031,1.9504257440567017,1
4,4,-0.16118600964546204,-0.8990379571914673,0.9418788552284241,0.33595266938209534,1.5944491624832153,2
5,5,-0.18177178502082825,-0.411715567111969,0.9402742981910706,0.34041768312454224,0.09489130228757858,2
6,6,-0.17811955511569977,0.073044553399086,0.9618123173713684,0.27370980381965637,-1.4022611379623413,2
7,7,-0.15020613372325897,0.5582685470581055,0.9909144639968872,0.13449351489543915,-2.846914052963257,1
8,8,-0.12163437157869339,0.571435272693634,0.9998564720153809,-0.01694127917289734,-3.0368881225585938,2
9,9,-0.06966846436262131,1.0393180847167969,0.9750133156776428,-0.22214645147323608,-4.141465663909912,2
10,10,0.004226060584187508,1.4778904914855957,0.8918464183807373,-0.452338308095932,-4.907402038574219,1
11,11,0.07503251731395721,1.4161291122436523,0.7766522169113159,-0.6299296617507935,-4.241542816162109,0
12,12,0.1203097328543663,0.9055443406105042,0.6904152035713196,-0.7234132885932922,-2.5454165935516357,0
13,13,0.14143335819244385,0.4224725663661957,0.6575297713279724,-0.75342857837677,-0.8905497789382935,1
14,14,0.16079232096672058,0.3871791362762451,0.6595529317855835,-0.7516581416130066,0.053768470883369446,1
15,15,0.17847037315368652,0.3535608947277069,0.6960631012916565,-0.7179806232452393,0.9935144782066345,1
16,16,0.19433996081352234,0.31739169359207153,0.7610548138618469,-0.6486875414848328,1.9007627964019775,1
17,17,0.20815801620483398,0.2763611674308777,0.8425388932228088,-0.5386355519294739,2.7408366203308105,0
18,18,0.19726943969726562,-0.21777163445949554,0.9393814206123352,-0.3428739309310913,4.37684440612793,0
19,19,0.16113516688346863,-0.7226853370666504,0.998547375202179,-0.05388035252690315,5.921362400054932,0
20,20,0.10103696584701538,-1.201964020729065,0.9544872045516968,0.2982519268989563,7.135343074798584,1
21,21,0.04430947080254555,-1.1345499753952026,0.8054824471473694,0.5926196575164795,6.628931045532227,1
22,22,-0.006891406141221523,-1.024017572402954,0.6057338714599609,0.795667290687561,5.716023921966553,2
23,23,-0.031324613839387894,-0.4886641800403595,0.43566790223121643,0.9001075029373169,3.9981541633605957,1
