,timestep,x,x_dot,costheta,sintheta,theta_dot,action
0,0,0.0,0.0,1.0,0.0,0.0,0
1,1,0.0,0.0,1.0,0.0,0.0,2
2,2,0.023481812328100204,0.4696362316608429,0.9984073042869568,-0.056416694074869156,-1.128933310508728,2
3,3,0.07021599262952805,0.9346835613250732,0.9863570332527161,-0.16462001204490662,-2.1785216331481934,1
4,4,0.11623410880565643,0.9203623533248901,0.9656419157981873,-0.2598762512207031,-1.9504257440567017,1
5,5,0.16118600964546204,0.8990379571914673,0.9418788552284241,-0.33595266938209534,-1.5944491624832153,0
6,6,0.18177178502082825,0.411715567111969,0.9402742981910706,-0.34041768312454224,-0.09489130228757858,1
7,7,0.20120017230510712,0.38856765627861023,0.9462312459945679,-0.32349100708961487,0.35889074206352234,1
8,8,0.21951395273208618,0.3662756383419037,0.9582833647727966,-0.28581976890563965,0.7910954356193542,0
9,9,0.21360762417316437,-0.11812655627727509,0.9842597842216492,-0.17672762274742126,2.244020700454712,0
10,10,0.18355414271354675,-0.6010696887969971,0.9999977946281433,0.0020936031360179186,3.5950870513916016,0
11,11,0.1300307810306549,-1.070467233657837,0.9717778563499451,0.23589780926704407,4.720974922180176,0
12,12,0.054869383573532104,-1.503227949142456,0.8723401427268982,0.48889943957328796,5.453706741333008,1
13,13,-0.01658807322382927,-1.4291491508483887,0.7337865233421326,0.6793801188468933,4.72179651260376,2
14,14,-0.062159765511751175,-0.9114338159561157,0.6237329244613647,0.7816374897956848,3.0073866844177246,2
15,15,-0.08356842398643494,-0.42817309498786926,0.5691397190093994,0.8222408294677734,1.3610050678253174,1
16,16,-0.10319896042346954,-0.39261072874069214,0.5549691915512085,0.8318709135055542,0.34266623854637146,2
17,17,-0.10000410676002502,0.06389710307121277,0.6057396531105042,0.7956628799438477,-1.2473849058151245,1
18,18,-0.09501426666975021,0.09979673475027084,0.6908001899719238,0.7230457067489624,-2.237999677658081,1
19,19,-0.08779741078615189,0.14433717727661133,0.7961032390594482,0.6051608920097351,-3.1646647453308105,2
20,20,-0.055745914578437805,0.641029953956604,0.9177079796791077,0.39725565910339355,-4.828868865966797,2
21,21,0.0019656294025480747,1.1542308330535889,0.9962135553359985,0.0869397521018982,-6.4294962882995605,0
22,22,0.03710010275244713,0.7026894688606262,0.9828468561172485,-0.18442358076572418,-5.450699806213379,1
23,23,0.07072099298238754,0.6724178791046143,0.9032254815101624,-0.42916637659072876,-5.161685466766357,0
24,24,0.07836848497390747,0.15294979512691498,0.8139052987098694,-0.5809975862503052,-3.527683973312378,1
25,25,0.0832873284816742,0.09837688505649567,0.727077841758728,-0.686555027961731,-2.735729694366455,1
26,26,0.08574313670396805,0.0491161085665226,0.660930335521698,-0.7504472136497498,-1.8399643898010254,1
27,27,0.08615165948867798,0.008170467801392078,0.626896321773529,-0.7791026830673218,-0.8898935317993164,2
28,28,0.10634803026914597,0.40392741560935974,0.604541003704071,-0.796574056148529,-0.5674728751182556,2
29,29,0.1463319957256317,0.7996793985366821,0.5964177846908569,-0.8026741743087769,-0.2031731903553009,0
30,30,0.1632935255765915,0.3392307460308075,0.6512343287467957,-0.7588766813278198,1.4035801887512207,1
31,31,0.17836757004261017,0.30148085951805115,0.7359654307365417,-0.6770191192626953,2.3576347827911377,1
32,32,0.19117794930934906,0.2562077045440674,0.8354214429855347,-0.5496098399162292,3.236151933670044,0
33,33,0.17905013263225555,-0.24255619943141937,0.9435523748397827,-0.3312233090400696,4.8859477043151855,1
34,34,0.1645781546831131,-0.2894396483898163,0.9976578950881958,-0.06840108335018158,5.382905006408691,1
35,35,0.14954644441604614,-0.3006342947483063,0.9788433313369751,0.20461112260818481,5.490418910980225,0
36,36,0.11286754906177521,-0.7335779666900635,0.86808842420578,0.4964095652103424,6.267828464508057,1
37,37,0.08065062761306763,-0.6443384289741516,0.7008078694343567,0.7133500576019287,5.496181964874268,2
38,38,0.07508145272731781,-0.11138352006673813,0.5552598834037781,0.8316769003868103,3.757079839706421,0
39,39,0.05143551155924797,-0.4729188084602356,0.4129893183708191,0.9107358455657959,3.258829116821289,0
40,40,0.0094779497012496,-0.8391512632369995,0.2939108610153198,0.955832839012146,2.5483620166778564,2
41,41,-0.010067783296108246,-0.390914648771286,0.24070653319358826,0.9705979228019714,1.1044425964355469,1
42,42,-0.02869894728064537,-0.3726232647895813,0.24317044019699097,0.9699835777282715,-0.050786785781383514,1
43,43,-0.04656968265771866,-0.35741469264030457,0.301068514585495,0.9536024928092957,-1.203597903251648,0
44,44,-0.08398503065109253,-0.7483069896697998,0.3968459963798523,0.9178851842880249,-2.0453028678894043,1
45,45,-0.11967939883470535,-0.7138873934745789,0.5363521575927734,0.8439942598342896,-3.1606180667877197,1
46,46,-0.15268157422542572,-0.6600433588027954,0.7014129757881165,0.7127550840377808,-4.22537899017334,2
47,47,-0.16031180322170258,-0.15260444581508636,0.8788539171218872,0.477090984582901,-5.92153263092041,0
48,48,-0.18663407862186432,-0.5264455080032349,0.9774808883666992,0.21102388203144073,-5.694387912750244,1
49,49,-0.21114249527454376,-0.49016842246055603,0.9960596561431885,-0.08868568390607834,-6.028493404388428,2
50,50,-0.21302343904972076,-0.037618789821863174,0.9051022529602051,-0.42519402503967285,-7.007477760314941,2
51,51,-0.19659148156642914,0.32863911986351013,0.6935998201370239,-0.720360517501831,-7.302915096282959,2
52,52,-0.16563861072063446,0.6190573573112488,0.40739020705223083,-0.9132542014122009,-6.937595844268799,2
53,53,-0.12112551182508469,0.8902620077133179,0.11304396390914917,-0.9935899972915649,-6.126168727874756,1
54,54,-0.0820389911532402,0.7817303538322449,-0.13256825506687164,-0.9911738634109497,-4.924915790557861,0
55,55,-0.06626589596271515,0.3154618740081787,-0.32232946157455444,-0.9466275572776794,-3.9045920372009277,1
56,56,-0.05148836970329285,0.29555049538612366,-0.4514336884021759,-0.8923046588897705,-2.803643226623535,1
57,57,-0.03636505454778671,0.30246633291244507,-0.5274214744567871,-0.8496037721633911,-1.7438255548477173,0
58,58,-0.04130634292960167,-0.09882573038339615,-0.5794836282730103,-0.8149838447570801,-1.2506449222564697,0
59,59,-0.06620345264673233,-0.49794214963912964,-0.6134084463119507,-0.7897658348083496,-0.845483124256134,0
60,60,-0.1110248938202858,-0.8964287638664246,-0.6330239176750183,-0.774132251739502,-0.5016807317733765,2
61,61,-0.13267575204372406,-0.43301716446876526,-0.588846743106842,-0.8082447052001953,1.1164387464523315,2
62,62,-0.1314896047115326,0.023722877725958824,-0.4739970266819,-0.8805264234542847,2.716132164001465,2
63,63,-0.1088009774684906,0.45377257466316223,-0.2778897285461426,-0.960612952709198,4.244560241699219,2
64,64,-0.06699492782354355,0.8361210227012634,4.5415588829200715e-05,-1.0,5.632840633392334,2
65,65,-0.00907414872199297,1.1584155559539795,0.3341014087200165,-0.9425371289253235,6.8121256828308105,0
