,timestep,x,x_dot,costheta,sintheta,theta_dot,action,reward
0,0,0.0,0.0,1.0,0.0,0.0,0,0.0
1,1,-0.009397875517606735,-0.3756246566772461,0.999741792678833,0.02272314950823784,0.9037492871284485,2,-9.169810800922914e-05
2,2,-0.018712762743234634,0.0032625773455947638,0.9990359544754028,0.04390009120106697,-0.06084565445780754,2,-0.00039338184164100813
3,3,-0.009074937552213669,0.38194572925567627,0.9998604655265808,0.01670629344880581,-1.021430253982544,2,-0.00013610627625673075
4,4,0.01941799931228161,0.7567318081855774,0.9983718991279602,-0.05703980103135109,-1.9122925996780396,2,-0.00012859923905774047
5,5,0.06644301116466522,1.1221487522125244,0.9852155447006226,-0.17131949961185455,-2.6618640422821045,0,-0.0036444466930555842
6,6,0.11275161802768707,0.7298433780670166,0.962226152420044,-0.2722514867782593,-1.4634881019592285,1,-0.012895385293242377
7,7,0.1486942321062088,0.707369863986969,0.9431304931640625,-0.33242276310920715,-1.049155831336975,0,-0.0268401789947771
8,8,0.1742262840270996,0.3140307068824768,0.9363743662834167,-0.35100293159484863,0.26065802574157715,0,-0.04407417287361848
9,9,0.18008986115455627,-0.07971225678920746,0.9514263272285461,-0.3078765571117401,1.5609840154647827,1,-0.056794043429864646
10,10,0.1755528301000595,-0.10092199593782425,0.9747394919395447,-0.2233448475599289,1.9290601015090942,1,-0.0644167426977965
11,11,0.17010542750358582,-0.11567283421754837,0.9925483465194702,-0.12185140699148178,2.17134165763855,2,-0.06861381775010743
12,12,0.17352575063705444,0.2539460361003876,0.9994485974311829,-0.033203594386577606,1.3642947673797607,0,-0.07500226839538493
13,13,0.17680639028549194,-0.12140564620494843,0.998313844203949,0.0580468513071537,2.2657928466796875,1,-0.07730817348779082
14,14,0.1709458827972412,-0.11148083209991455,0.9859167337417603,0.1672370582818985,2.1067276000976562,2,-0.06601459246682177
15,15,0.1751193255186081,0.27868330478668213,0.9703128933906555,0.24185307323932648,0.9302659034729004,0,-0.061823385923967744
16,16,0.18022236227989197,-0.07346872985363007,0.9542062878608704,0.29914942383766174,1.4345264434814453,0,-0.05830338331552343
17,17,0.16790495812892914,-0.41770216822624207,0.9265109300613403,0.37626782059669495,1.8213318586349487,1,-0.03373565839266873
18,18,0.14776195585727692,-0.3877232074737549,0.8946261405944824,0.44681552052497864,1.2619013786315918,1,-0.0018970432907423063
19,19,0.12914611399173737,-0.3568822741508484,0.8723343014717102,0.48890987038612366,0.6354401111602783,1,0.02213605785631767
20,20,0.11207271367311478,-0.32607027888298035,0.8647130727767944,0.5022661089897156,-0.022849883884191513,1,0.03624271710641908
21,21,0.0965392142534256,-0.2952517569065094,0.8734400868415833,0.48693162202835083,-0.6800179481506348,1,0.03998040144983481
22,22,0.08254822343587875,-0.26442620158195496,0.89659184217453,0.4428578019142151,-1.3030256032943726,1,0.03466854737668364
23,23,0.07008122652769089,-0.2345769703388214,0.9288764595985413,0.3703896403312683,-1.8564566373825073,1,0.023283312209021696
24,24,0.05903301388025284,-0.20822502672672272,0.9624419808387756,0.27148744463920593,-2.3018486499786377,1,0.010066767206799526
25,25,0.04913739860057831,-0.189153254032135,0.9885168671607971,0.15111054480075836,-2.6005947589874268,1,-0.00029464523155238106
26,26,0.03993320092558861,-0.18108442425727844,0.9998406767845154,0.017851538956165314,-2.7215001583099365,2,-0.003906975463356589
27,27,0.04019814729690552,0.18862712383270264,0.9902279376983643,-0.13945846259593964,-3.5490942001342773,1,0.0008463115429785889
28,28,0.04909929260611534,0.1648726910352707,0.9522560834884644,-0.30530041456222534,-3.2258455753326416,1,0.01784510528852835
29,29,0.056496694684028625,0.1298125684261322,0.8964596390724182,-0.44312533736228943,-2.6979546546936035,1,0.043790478851209055
30,30,0.062019310891628265,0.09097663313150406,0.837772011756897,-0.5460202097892761,-2.0232648849487305,2,0.07149801027270616
31,31,0.07453733682632446,0.4085943102836609,0.7791185975074768,-0.6268765330314636,-1.9480886459350586,2,0.09655115349611904
32,32,0.10278817266225815,0.7207850813865662,0.7179332375526428,-0.6961119771003723,-1.7263977527618408,0,0.1146198527408916
33,33,0.12915082275867462,0.3351518511772156,0.6832679510116577,-0.7301677465438843,-0.21872422099113464,0,0.11666617897231404
34,34,0.136336088180542,-0.048542365431785583,0.7025172114372253,-0.7116667032241821,1.287395715713501,0,0.10227256075088348
35,35,0.12411327660083771,-0.4430651366710663,0.7714328765869141,-0.6363106966018677,2.800029993057251,2,0.07577328668286709
36,36,0.10969510674476624,-0.1317751556634903,0.854134738445282,-0.5200517773628235,2.874455451965332,1,0.04285009393706768
37,37,0.10202479362487793,-0.17421649396419525,0.9261553883552551,-0.37714216113090515,3.5047242641448975,1,0.010899660066355999
