,0
1274,735.0637794178961
1275,677.7590234321858
1276,-200.18647510603176
1277,-200.5707296292882
1278,817.9361125719373
1279,-200.17915447198754
1280,-200.130353323133
1281,-201.49015522433723
1282,-199.65886456286157
1283,244.2861432401275
1284,-200.26722320164941
1285,-195.26134950747718
1286,-197.51011528984674
1287,326.7290117474719
1288,434.4882445820765
1289,138.9787561304191
1290,-200.8232801498058
1291,-200.3899863347703
1292,-200.2502039148149
1293,-200.28985082335413
1294,335.23757194183634
1295,-200.73807898743624
1296,-200.98222615373794
1297,-201.23093805451023
1298,-188.79443028948756
1299,-200.49031190564278
1300,-200.2507215934995
1301,-201.5215270626852
1302,-200.61900350582766
1303,-199.8576297783853
1304,-198.79962651183837
1305,-199.98907406980882
1306,-197.28022225671927
1307,-199.8648085204598
1308,-198.80003946724972
1309,-200.19004571515075
1310,-200.21623318456864
1311,-194.75248195682732
1312,-198.6599617542394
1313,-200.33508397500495
1314,314.0249902987339
1315,419.4191721028667
1316,647.0185265084829
1317,-200.13958817600812
1318,-201.03876756000352
1319,-200.15715048083513
1320,-200.2693885495933
1321,-189.6602033500393
1322,-201.37033271153405
1323,250.10532547568198
1324,-200.48515911162312
1325,-200.6823437560369
1326,-200.03715716048393
1327,-200.17038141003974
1328,-188.20551783222504
1329,153.35268607080894
1330,720.1003180682175
1331,444.7355809174653
1332,-200.89785043653518
1333,699.9717185219574
1334,-197.0097869966685
1335,-201.28048697760477
1336,-201.69099820548035
1337,269.58306337659144
1338,-200.14217818214925
1339,-201.3628140516878
1340,-200.7337751534011
1341,-200.83788234453326
1342,-200.96522232444832
1343,-193.40685523468096
1344,-200.12543524730506
1345,-199.38751201836718
1346,714.9713036250774
1347,-198.957736770955
1348,-164.56127213506034
1349,324.80861318143906
1350,-200.77771796472442
1351,-200.66940865424638
1352,-200.3662433941192
1353,68.45342881683158
1354,102.78105444448687
1355,389.71957052561254
1356,-201.53465556728185
1357,427.86389654763894
1358,-200.22827681259173
1359,456.0099092860279
1360,-198.93581934453377
1361,-200.72701769112095
1362,-200.65677695609781
1363,-200.65992917710858
1364,196.40879853138682
1365,-200.58310859133186
1366,-200.1200058306431
1367,449.60167918017817
1368,-193.0811316743331
1369,85.73154352468256
1370,-186.04267795993718
1371,288.1178325561667
1372,-200.75513943530086
1373,772.3574757621788
1374,-200.29743106212777
1375,-200.38892397433145
1376,-200.22458071500512
1377,-200.2410439831116
1378,-201.02663775020366
1379,-200.27547095794617
1380,-197.1157894280273
1381,-200.6425899265542
1382,-198.70650983226048
1383,-199.43666252228957
1384,-198.11049076796428
1385,-200.3998789710806
1386,61.11799205092464
1387,-200.1892037757851
1388,124.29527365264303
1389,-200.1926237470426
1390,-200.79870624943345
1391,-200.3228494754396
1392,-200.18855286623898
1393,-198.74791652687114
1394,781.4788246019036
1395,-200.73076949718768
1396,276.04427573044126
1397,143.0586819429952
1398,-200.74701228447708
1399,-200.21255923399548
1400,-200.75031916906315
1401,826.453875621356
1402,-185.93214915565122
1403,-200.4120094978747
1404,781.170969455995
1405,-159.7698002798769
1406,-201.4487242868932
1407,361.1832430141861
1408,-200.58730037338404
1409,728.2858257799385
1410,362.5977261202927
1411,-200.204359515253
1412,-200.27901002470236
1413,-200.2478333410613
1414,-199.14291718573
1415,-200.0347485132836
1416,-200.3285221783702
1417,-200.6500935361105
1418,-165.34709995736324
1419,-200.30808015452237
1420,831.969471834081
1421,219.91393897317965
1422,-200.1891521850984
1423,260.7230539568834
1424,-200.38063260109237
1425,122.73460255435916
1426,-200.448202925373
1427,-199.88722943919288
1428,284.0820670386944
1429,-200.12056211483812
1430,-200.3771607087571
1431,-200.25298572437342
1432,242.18593077703505
1433,-200.3089219634965
1434,-200.46418875837696
1435,386.31629965748425
1436,847.4140529188327
1437,200.62370347005097
1438,-199.139628339193
1439,-200.4405729075542
1440,-200.89573445733504
1441,-200.44240278431576
1442,-200.4149576976775
1443,181.85343637395545
1444,-200.4061435588948
1445,-200.55250655639205
1446,861.0813336522187
1447,-200.54659496412725
1448,-200.1993384294441
1449,-200.72767439933455
1450,-200.27321078328097
1451,-200.11507906621915
1452,-196.15961627368753
1453,-201.53459887340304
1454,108.49701903220276
1455,-171.44595177327497
1456,-200.29320821880518
1457,765.5851126863529
1458,-199.4155939500805
1459,-202.0773352390418
1460,-200.17134158756312
1461,151.12161791711512
1462,-201.1379657120876
1463,390.4222983255037
1464,-199.66263588338012
1465,-200.19202258377143
1466,-199.16065732077757
1467,-201.0980986847705
1468,-200.34143899211682
1469,-200.0052576238387
1470,191.20326122219043
1471,-197.35961772629264
1472,-200.3319077620024
1473,171.80417655214475
1474,346.18303542187846
1475,698.9498203116461
1476,-194.00995057936012
1477,83.08131916380992
1478,-178.69146624475036
1479,-200.50871584589026
1480,-200.3704724141642
1481,-200.54834748150336
1482,-200.9347864320262
1483,155.72906323057825
1484,-202.0272754623925
1485,-200.30677668219994
1486,-200.47962049001288
1487,445.3080758093496
1488,-199.20902156920363
1489,-184.28908519963394
1490,853.567337372479
1491,235.50553590448337
1492,-200.52982651409997
1493,-200.2110317725398
1494,351.4688386126363
1495,-198.34891394321022
1496,631.8242677279708
1497,-200.1271112678339
1498,415.3341038628546
1499,-197.63386997154316
1500,-200.1242070553199
1501,402.5968131745028
1502,-197.55049528867633
1503,-200.27136849521733
1504,503.35413780576016
1505,-197.0879389285895
1506,-200.04299327010705
1507,-198.81847284726805
1508,-200.18634402256907
1509,825.6529469471222
1510,-200.15960145680617
1511,-200.26023106705773
1512,112.26523856121992
1513,-200.46482474144503
1514,-199.38068338435076
1515,-189.92188160114299
1516,213.01038275162333
1517,214.89457697802447
1518,377.2359616915512
1519,-200.12550590732468
1520,-200.30098114789206
1521,340.62267043446957
1522,-200.16550947313658
1523,-200.47710762740812
1524,-200.30089102719347
1525,-200.96116185938843
1526,116.22113910904582
1527,-196.66969531519172
1528,-172.37167927721933
1529,271.09296303544653
1530,-197.00226331122025
1531,-199.92229942981595
1532,31.090174409588087
1533,-197.94342950863765
1534,-178.65569021066483
1535,-199.07646603490565
1536,-200.16250191037233
1537,-199.33597231119612
1538,-200.25562077415356
1539,-200.40518460278597
1540,-200.16105667194384
1541,709.9215743800003
1542,-200.6347768741134
1543,672.1777335073325
1544,-190.77005390177848
1545,166.8577796687038
1546,-200.3091457426763
1547,-200.27027337503688
1548,-200.15036713999302
1549,192.18653406394992
1550,-200.32403015256568
1551,225.8696129725243
1552,-199.9376852491275
1553,-200.203945676446
1554,270.9606552486947
1555,-199.77246855028773
1556,339.1705116730711
1557,-200.18587634924182
1558,169.88785111517794
1559,-199.9929569212145
1560,-197.2072776788034
1561,-195.83158101400952
1562,-200.13993840711098
1563,563.1011106423135
1564,-200.1959544701369
1565,299.1335405239024
1566,-196.68448386410827
1567,-200.30453983758986
1568,-200.21334667394885
1569,-201.9800568313952
1570,-200.911158937251
1571,-200.57557573693526
1572,241.20652800376203
1573,-200.22975345529758
1574,179.8977206248816
1575,833.3658711032134
1576,-200.53570172318823
1577,-200.49706421579964
1578,-200.25607060621275
1579,-199.22338915229713
1580,-199.24612933615327
1581,-200.1261042201349
1582,600.5572891419929
1583,-200.29060140587055
1584,281.9467062249531
1585,135.6611474666286
1586,-200.23448323112632
1587,-197.18547804560032
1588,-199.84560747094915
1589,152.3805127485838
1590,-200.58346925427787
1591,-200.23290344293764
1592,-200.54423222214328
1593,-200.52342180559094
1594,-190.76754061910293
1595,-200.30864288162988
1596,-200.84009418069576
1597,414.9151769720594
1598,220.73432444594013
1599,-190.65540606518096
1600,-200.36038208782088
1601,-200.22267122943524
1602,612.0582128560379
1603,-201.17651523208355
1604,-200.18685787279267
1605,49.177861509583835
1606,410.39692547466547
1607,157.41551831101623
1608,-188.65986363445907
1609,585.4448187713379
1610,851.1649033629533
1611,196.42489279420914
1612,-196.63861665859082
1613,-198.2185144850283
1614,-200.43889227984462
1615,813.0095878026051
1616,811.4333899777965
1617,423.2292229251367
1618,-199.7679866259154
1619,-199.78589626922232
1620,-194.06268922763553
1621,223.69730095470578
1622,173.2271813692529
1623,733.0739556876766
1624,-200.32705148975154
1625,-200.2621838066727
1626,533.3773068878659
1627,750.202558902975
1628,145.62913036707283
1629,660.7129856340944
1630,-200.5568905967719
1631,-200.9017827548583
1632,-201.13664628897652
1633,-200.2513536056352
1634,-200.21761655299755
1635,-198.26983148794287
1636,-200.35685314608008
1637,-200.3610266825742
1638,146.17068714244382
1639,798.1819281420037
1640,-200.78311944275328
1641,-200.13135424093028
1642,335.38238794496283
1643,147.4500225722803
1644,-200.23307442239653
1645,649.6598970174773
1646,-200.5273656342725
1647,-196.68851244999715
1648,794.7430602080858
1649,-200.5476461202362
1650,566.2788588053066
1651,-198.2688023728978
1652,-200.35708605148227
1653,830.2108293617582
1654,-198.70630359927176
1655,838.3451699924778
1656,526.4332200904305
1657,556.1707147453162
1658,181.3884644577463
1659,-200.6681078394844
1660,362.77383869193454
1661,-200.63172001785685
1662,-200.74473019769385
1663,-192.30903322014348
1664,700.6954193100268
1665,-200.31190460483634
1666,221.41653280432422
1667,317.5577856879563
1668,-199.06659528765232
1669,-200.26054614122054
1670,144.2023863834081
1671,277.2063686347952
1672,571.5683309193823
1673,877.4482368696212
1674,-200.24062022541892
1675,334.66264052267184
1676,-200.32180446132355
1677,262.3583466981143
1678,-200.55591995730902
1679,-199.95167589552486
1680,823.8566595009878
1681,-199.03443546790123
1682,399.521418650938
1683,-200.23595471119282
1684,-200.27025995960136
1685,-192.38887538329482
1686,-200.3142687540121
1687,234.66598032066074
1688,502.67606622122537
1689,723.0400882040013
1690,488.2359327907076
1691,-199.6364849488561
1692,585.4239223017923
1693,-199.8748044043622
1694,-196.75615627640073
1695,-200.30305530929567
1696,-199.73254699688823
1697,-200.3039572115472
1698,530.928678692057
1699,-195.82571026012897
1700,-200.4630886931489
1701,-200.51160573780018
1702,-57.65006988415891
1703,243.1578358586708
1704,266.14642467136196
1705,342.06404195096167
1706,-199.1718081691363
1707,-199.16569379423672
1708,-200.34886895245256
1709,-200.40547455601998
1710,-199.83546435587292
1711,-200.16776159669607
1712,-200.31913675838086
1713,-200.2087150887749
1714,-203.1053939788587
1715,783.19723358866
1716,541.0123258705363
1717,-201.19158745598062
1718,-200.83695180082046
1719,779.8870450539027
1720,792.5843793654376
1721,-200.33009630837276
1722,574.6889237336438
1723,-190.49149454551724
1724,532.0151565390984
1725,628.0390271059468
1726,479.43053121993466
1727,-200.32526350515607
1728,314.01088688087873
1729,-200.27068764807788
1730,-194.25548536299578
1731,519.4731339275104
1732,802.186720735614
1733,-193.7425181341452
1734,-200.20168192400618
1735,-191.46189717382705
1736,-200.23781795980022
1737,-182.46562443617825
1738,-200.02965053022967
1739,132.3893433566384
1740,-200.21897472520803
1741,-200.4783121967984
1742,-199.57609511411138
1743,726.5687593941155
1744,-199.00424791448353
1745,216.17206670325365
1746,-200.24056743474583
1747,-200.3264851779742
1748,325.9879022815605
1749,-198.68589008125608
1750,506.3107041684092
1751,-162.69477734090293
1752,-200.2002926369864
1753,211.63958908473845
1754,-198.50398143721893
1755,-192.20035031534965
1756,-200.4942656292868
1757,-200.19891137746103
1758,-199.87873401633968
1759,-200.6980451640578
1760,885.4991840781372
1761,564.8147921195141
1762,568.5717144209349
1763,702.7844923789385
1764,106.32329436247088
1765,748.3494587649606
1766,-200.1242070553199
1767,684.1668389082786
1768,97.81132108552933
1769,275.169117484722
1770,742.6296127891893
1771,-200.29327267268764
1772,-200.46172729861874
1773,-200.5364230381996
1774,186.91241420895784
1775,739.4212215203397
1776,-200.02480264655864
1777,125.28594719140398
1778,-200.20863009449096
1779,-200.15265336721785
1780,-200.2844379638189
1781,791.5898004020568
1782,397.7137261290285
1783,233.7667315143487
1784,454.51632911019067
1785,267.27600669095386
1786,-199.9201628428452
1787,-200.27869962367893
1788,-199.94307933079887
1789,786.6303710706645
1790,-199.76535513707353
1791,-197.34999669175448
1792,514.6419603474266
1793,437.2689532983591
1794,875.1627265478825
1795,-199.98828718393418
1796,-201.07429572196497
1797,113.8671153771109
1798,-187.31037644992847
1799,-200.45178636310303
1800,-197.99765910913132
1801,-200.33734977925772
1802,-200.15524603803613
1803,-200.70753407569936
1804,-200.4636861229877
1805,681.6906356814216
1806,-200.1587027398297
1807,-196.7252498218992
1808,-195.83661064583157
1809,-198.89956915409905
1810,541.8668202270123
1811,383.01248973588497
1812,-200.03970422222017
1813,-201.0011766418935
1814,-200.40782718687635
1815,-180.70757821457022
1816,490.179096765303
1817,-200.81295374423973
1818,466.9011150286102
1819,493.80039544219255
1820,-196.4897810215642
1821,730.064798511039
1822,-200.3466443465142
1823,8.25990261784213
1824,-200.314567258545
1825,741.21208712873
1826,659.8388932948159
1827,196.81441855842982
1828,-199.40581345712724
1829,-200.12814657747091
1830,-200.25155977979642
1831,622.8943189129787
1832,822.3626236619639
1833,-200.47260361522677
1834,405.88149078204
1835,608.1897435564816
1836,-199.89687808003143
1837,-200.42451349535918
1838,-200.46496152687445
1839,-15.656568470097767
1840,-198.10229680608614
1841,-201.03202333868572
1842,296.55482702847803
1843,-197.5635481408658
1844,199.88883975372195
1845,328.59046158357785
1846,-200.4075328507679
1847,824.876636935107
1848,575.2740084096972
1849,-190.9172499041877
1850,-200.2163116334724
1851,603.9244616027728
1852,-191.68476772852495
1853,-198.14893558136566
1854,424.9208521931307
1855,-199.64849281397525
1856,475.4165837169413
1857,354.437689629262
1858,833.8503385762717
1859,302.1917411206317
1860,-200.2117657144441
1861,-199.14908947306017
1862,-200.54352338754177
1863,-198.75826125252817
1864,-200.31102612559093
1865,-185.66283339650823
1866,-200.18248669480246
1867,-199.83733621089144
1868,756.4741630458655
1869,-189.50299487140356
1870,-200.50705020834013
1871,-200.65874638927988
1872,426.023628499083
1873,-200.71239614299176
1874,373.96040714689343
1875,734.156656341134
1876,-200.24450635953357
1877,622.7736321468534
1878,-197.35569267114414
1879,459.362153286341
1880,-200.28285263960777
1881,-200.50962628634147
1882,499.32431696688394
1883,768.9629759115867
1884,-201.67491683438746
1885,-200.2207605984888
1886,-200.662763577788
1887,-200.26306317574142
1888,-194.38992899761246
1889,-199.3596302706367
1890,77.9921510384741
1891,-187.96624648751407
1892,727.5299100144525
1893,-200.35249570879026
1894,-200.17575869865428
1895,761.6159703818051
1896,807.8181796178786
1897,-199.76431650109532
1898,-200.97941740780044
1899,255.45711086063056
1900,628.9492039354578
1901,-191.99086902243275
1902,-200.1271112678339
1903,787.9841623327128
1904,-196.1231904726947
1905,665.9184768437528
1906,818.5995470707185
1907,348.9068057887548
1908,486.7578343815892
1909,335.930200159921
1910,-200.3472046278652
1911,780.3099545513156
1912,726.2237495452077
1913,-197.02960007408348
1914,-131.24493697240604
1915,151.64137614193433
1916,567.5214728606052
1917,-161.69816359876037
1918,-200.1956396166973
1919,768.1995402778044
1920,-111.03912874177901
1921,769.3319722974
1922,-200.75177561416862
1923,145.7145251234402
1924,-200.18595843563534
1925,335.46135471874004
1926,213.4397838986477
1927,-200.18655347924735
1928,353.82676287892184
1929,84.26470053130714
1930,454.5342131877998
1931,312.91890482645397
1932,300.0965284448696
1933,-178.17219525007397
1934,435.7383440134406
1935,-175.83926077190313
1936,311.3668958142364
1937,-201.52423642169634
1938,-199.37630203438977
1939,382.7846176053195
1940,-199.77251765236647
1941,-200.21495225472322
1942,706.4937809652681
1943,-200.45092026298406
1944,-200.12019013035064
1945,-200.5696621899352
1946,707.8157060554262
1947,708.3978679283226
1948,264.00922900581753
1949,-200.13234535462
1950,498.377887729922
1951,373.64723280650765
1952,272.2411771341861
1953,700.188527050963
1954,-200.22617751915513
1955,26.857513388763408
1956,844.7654306217511
1957,545.6743907396542
1958,315.074986312168
1959,-200.50684650502424
1960,812.4238491539237
1961,874.0739098665547
1962,234.79446449430924
1963,-200.65314057117197
1964,368.12259236066154
1965,-199.34949164591544
1966,273.6054036486015
1967,396.27881414838237
1968,-200.3629161889182
1969,303.34563397957334
1970,-199.83728439926898
1971,-200.4581274680102
1972,-200.21893474331108
1973,-200.27306148695146
1974,875.8976217811302
1975,786.8888039858857
1976,-200.36409034187125
1977,722.8499141241917
1978,-199.81210050790605
1979,-199.71763760926035
1980,711.93527673213
1981,-201.1981796730828
1982,-200.40561208849826
1983,-184.06473097821183
1984,529.5950625820584
1985,-199.29103067631746
1986,654.8953616905796
1987,130.24019536505125
1988,-200.47086207881765
1989,-200.16802560344215
1990,793.1702681775984
1991,829.2816063879116
1992,613.1619826371395
1993,-200.7454038381777
1994,480.4420972612249
1995,908.5028955649652
1996,398.9454516342648
1997,45.86733846486328
1998,-194.7730918977545
1999,289.49187585787314
2000,-195.6833257459384
2001,-200.01181988321147
2002,-200.0599636028797
2003,-200.42761650732393
2004,424.22618693274694
2005,261.4186737664292
2006,833.2792348597142
2007,176.94556810827746
2008,873.0649725128635
2009,515.9386517830104
2010,360.26295630738673
2011,-199.7509899141427
2012,525.0520465560778
2013,564.5298782180769
2014,344.11049795029845
2015,244.98391881187624
2016,-200.43326521289748
2017,-200.45253873127882
2018,279.38144002219457
2019,-200.22163202353295
2020,-199.87463276528635
2021,-200.40607639611991
2022,399.3294903632039
2023,136.48683262888156
2024,219.86342037428784
2025,-200.86841736038753
2026,26.38317248176861
2027,762.4980736326463
2028,288.67764323977326
2029,493.72538856549784
2030,299.3156588624383
2031,866.8637649486955
2032,904.1570580758168
2033,549.4340524370831
2034,437.0757632845532
2035,-199.79568137547773
2036,653.2640335080475
2037,248.01065178662418
2038,1.8100454679842244
2039,-200.61151192071253
2040,321.0971909858987
2041,391.24017165056546
2042,785.9441454490077
2043,-199.1851555651395
2044,469.79274624005836
2045,641.5014836852279
2046,846.7418750185889
2047,477.8252398704092
2048,-200.13820928121604
2049,-200.37732218398529
2050,-200.32602740265767
2051,-200.2139826979676
2052,751.7183769887046
2053,884.3529440839806
2054,-200.2252765211471
2055,-200.101349596307
2056,-199.15300815957195
2057,423.5605406537476
2058,-200.39522683406594
2059,305.9551408443309
2060,241.8685296306115
2061,735.4919061306556
2062,529.856774630295
2063,338.07494368885943
2064,863.9424054309468
2065,-200.33547919478752
2066,-199.65739088436754
2067,-200.5343882953635
2068,-200.26820492449937
2069,-199.35873297182613
2070,788.479975236405
2071,-84.77932965138085
2072,591.8227681201117
2073,162.91509972776214
2074,784.1140286988098
2075,676.9673325927333
2076,907.850224106642
2077,725.0853243811935
2078,-199.62679455388118
2079,-200.1954707470805
2080,245.89372211368783
2081,227.31778387374902
2082,464.01727888320625
2083,-198.8214725028147
2084,64.26660044851832
2085,521.4276058157666
2086,205.65600490536377
2087,165.03355821516226
2088,838.079957401027
2089,-200.54374446844028
2090,823.7266183741499
2091,-200.32527774416025
2092,-201.64475559546858
2093,-199.6136834505406
2094,836.6142104079305
2095,271.436051995862
2096,-11.427211000902332
2097,317.46366366143457
2098,559.5223039513123
2099,-86.52926198086372
2100,-200.84083144035338
2101,264.6531313723173
2102,509.4956468708939
2103,352.1253623837059
2104,444.11536950179953
2105,847.5539644223296
2106,421.73843701577516
2107,-198.33982803860098
2108,506.99640536951233
2109,-181.3156658174826
2110,480.8881639146209
2111,418.1832438200594
2112,757.4948638489491
2113,-200.27638462194642
2114,224.17036543355215
2115,494.02640104875513
2116,101.1518444057325
2117,359.119998207228
2118,-199.42422640711766
2119,326.7235349952492
2120,891.0602075001603
2121,850.0616960757254
2122,477.3754230783246
2123,337.21743458884976
2124,161.58217786443265
2125,878.9262929667086
2126,880.6197908217889
2127,917.2811398934628
2128,351.695771550171
2129,402.13679081702674
2130,-199.41187152015075
2131,612.1619839130135
2132,-200.20608532743407
2133,872.6701746175607
2134,433.32229349853617
2135,863.1275337828935
2136,259.46177210097983
2137,873.5188215999847
2138,-151.3489326097016
2139,254.21218633835255
2140,882.5945065681842
2141,210.41126099024802
2142,870.4626935140523
2143,947.8577879675812
2144,-199.91269445380806
2145,247.6753322244572
2146,-200.2995272357417
2147,642.7837572296119
2148,823.1331500154315
2149,356.139199313341
2150,-200.3960141600445
2151,544.4441385688963
2152,514.936107418088
2153,324.59665186520397
2154,849.9612975277536
2155,100.51582922845952
2156,600.327043843883
2157,130.61312433618343
2158,-200.1459752883778
2159,-199.8599417173181
2160,379.09329421246184
2161,431.59319848256786
2162,365.6957799467415
2163,359.0153220516082
2164,-200.22818263517533
2165,325.9736891597569
2166,110.57001598379946
2167,-199.99883055797957
2168,-161.02489349307103
2169,-200.49719445849664
2170,242.74240924935782
2171,-199.98545125261748
2172,399.33886814852167
2173,881.657437016558
2174,790.417707408529
2175,422.2935676440883
2176,457.5761959010466
2177,323.56890921260833
2178,213.0385251406871
2179,883.5634829470522
2180,661.1958297246531
2181,573.4985125418207
2182,384.41650413253404
2183,-198.82476723667168
2184,-200.25299909633026
2185,-200.78013808382764
2186,95.8462540214266
2187,778.11989127048
2188,392.52643600059196
2189,331.42407409068437
2190,453.2716386438606
2191,-169.06844800760967
2192,376.92862521632776
2193,495.8423940399799
2194,92.85046623251836
2195,776.9170767766994
2196,749.5734652078082
2197,542.9006938896467
2198,577.3800036828679
2199,926.8427155592738
2200,595.2102318964592
2201,-200.29910324286382
2202,-118.10658408686793
2203,-6.606841188221438
2204,-199.96457287136352
2205,557.3577763499957
2206,807.7830064749504
2207,177.26601154283603
2208,547.6723771473526
2209,-190.28342875957495
2210,-200.1286587478488
2211,25.321066065727763
2212,-197.960646175313
2213,349.4195575201202
2214,272.69568527661534
2215,593.0011628824975
2216,207.1915318158122
2217,831.9120521803628
2218,856.0497632880329
2219,-27.24858068531401
2220,352.1085716902563
2221,877.3693301602137
2222,292.99780110808
2223,502.5153316581028
2224,510.35137562735065
2225,812.6128332440709
2226,-200.23138970078776
2227,693.5119078138262
2228,-200.12007876039033
2229,610.0980922214774
2230,914.2233360271968
2231,203.0483183672147
2232,-200.4153224375643
2233,55.09666137285757
2234,951.0254219731916
2235,332.19137742572235
2236,330.9628943578293
2237,120.25619333285647
2238,257.25994293743645
2239,129.2954356251459
2240,104.34394261436867
2241,42.629242938561276
2242,906.9540262853585
2243,259.11593835290205
2244,299.00175444748214
2245,-200.2187805412799
2246,28.423511078814244
2247,-200.76232141517798
2248,-199.15714081487673
2249,879.4230048203374
2250,-200.61442836027805
2251,-200.22975345529758
2252,37.40685563287468
2253,328.18615375285594
2254,300.5078128318004
2255,928.1492030511489
2256,562.2813443530576
2257,284.5294876288736
2258,652.9751878281153
2259,-200.15036713999302
2260,-200.23143532872038
2261,828.7796439999088
2262,-201.48972014620455
2263,513.6965420017428
2264,925.4308313491176
2265,412.74579660720883
2266,889.0138922445561
2267,49.17968612669614
2268,896.781989880404
2269,-199.34936194021358
2270,647.1744678014912
2271,-200.22975345529758
2272,-200.0520744749988
2273,405.11005968324224
2274,-200.12066951029166
2275,863.3279011737195
2276,-201.24008103419175
2277,-200.35132496650635
2278,881.4567908180301
2279,634.2261665312678
2280,836.3892337282973
2281,504.76863811115095
2282,836.3620827524903
2283,-200.2268806237155
2284,966.214920204076
2285,186.4216413201799
2286,839.4913338908133
2287,-199.19415625131646
2288,-200.12579686180868
2289,408.0640984238212
2290,734.7112820523423
2291,423.27726719239683
2292,-200.22493671487865
2293,-198.17742125367997
2294,790.3243182056289
2295,-200.12589424799867
2296,248.7428985484235
2297,673.0257110892876
2298,132.06962247119745
2299,158.75396767375526
2300,837.2390334376652
2301,-50.70507158138534
2302,705.6598630948067
2303,824.2929128816157
2304,448.46581079173376
2305,258.099833232797
2306,581.8589820809275
2307,-200.12579686180868
2308,472.1584306479553
2309,491.8435053809237
2310,-200.12579686180868
2311,-200.23340623427043
2312,813.5174376116469
2313,-200.12556744152724
2314,-200.2576143392255
2315,424.6845410829709
2316,-198.67169572762205
2317,-199.54928647673066
2318,-200.31110701594568
2319,582.9717305555362
2320,943.44213984177
2321,-200.20168192400618
2322,175.7543441990905
2323,762.4798619522113
2324,361.4843101712638
2325,303.1431162594153
2326,725.0301130428458
2327,55.5751433181004
2328,-200.58129469021966
2329,490.84126511589886
2330,-200.07538847732275
2331,586.9703595121604
2332,917.8457428765332
2333,865.2148306440972
2334,625.3431790750103
2335,-200.98214421290155
2336,384.60553629009956
2337,-199.87719264745968
2338,792.7402959216181
2339,904.9083294555937
2340,-191.84109643207682
2341,-121.35240518729185
2342,365.64679563602056
2343,655.7147882519705
2344,-200.46144150560508
2345,-200.2187805412799
2346,-200.85985481239885
2347,-200.4783496393779
2348,255.5211096718213
2349,-199.4167654398212
2350,807.0430447287245
2351,906.8671846494624
2352,-94.63650146166418
2353,255.55316522154047
2354,-126.41224430002335
2355,-200.51756011798363
2356,534.6609506696284
2357,534.0036717451084
2358,-200.15531454275595
2359,-200.1948880148856
2360,-180.88355423457799
2361,307.3365380296352
2362,161.53917185639784
2363,790.3996916749281
2364,174.5026790792132
2365,-200.1618615288298
2366,615.9968823949777
2367,-199.87982996627466
2368,868.3820677592383
2369,635.8605996634946
2370,370.6452898187555
2371,-200.30076710896316
2372,819.0812557047567
2373,-200.78312238301774
2374,-199.41886689085527
2375,-200.16447754412232
2376,-200.20179854269253
2377,831.7745575183372
2378,-200.07171703626864
2379,8.339968205162506
2380,589.0707882644872
2381,428.0777683625595
2382,-199.7317189926859
2383,437.95881848489523
2384,-202.74289206911322
2385,576.3952180050362
2386,-199.60383902673826
2387,175.43482033284283
2388,225.3196300811616
2389,-199.54027239122308
2390,-200.18574101936935
2391,-200.21238757856645
2392,-199.751211051967
2393,-174.80286490946776
2394,-199.51100674005383
2395,124.12361390425306
2396,452.19267925995723
2397,853.9919476919551
2398,925.318285212965
2399,817.2104307514807
2400,524.083324938766
2401,-199.78207883019715
2402,-200.8106888677818
2403,857.1124598467925
2404,475.83851939450324
2405,-46.09789479591197
2406,-199.39648661124494
2407,-84.56654874277955
2408,905.5562323890874
2409,-4.029462174431529
2410,353.5388010650637
2411,165.53743806617769
2412,916.1232296035389
2413,915.7520178031152
2414,410.09177795126305
2415,-198.4148290003962
2416,916.7791483827277
2417,837.3332649050448
2418,818.9458881811519
2419,-186.34495934293105
2420,-199.51695089548372
2421,684.5875395441303
2422,919.5838733232232
2423,249.3101540433966
2424,-200.7954701272289
2425,825.8803369547161
2426,838.2290558403854
2427,-200.18746971046448
2428,-200.30687648602128
2429,-200.72322647791682
2430,467.88169374631053
2431,831.7744730856684
2432,360.5774356727791
2433,-141.7963148061832
2434,231.85564137673094
2435,-199.45400383546038
2436,922.995100355521
2437,-202.09263705974763
2438,-11.947458157854953
2439,-200.11146793946708
2440,467.70723469651267
2441,401.3018736036124
2442,-199.8831555130162
2443,-199.76911166441536
2444,-200.31746371967773
2445,666.5286591203522
2446,178.5680007530014
2447,-201.23253070843094
2448,348.67960387051755
2449,-200.36075180275424
2450,415.32534155187125
2451,849.0074786877469
2452,884.1260397942284
2453,179.24209929193015
2454,651.7475068905603
2455,-200.43626191595226
2456,-191.1643468228747
2457,-200.2344110084541
2458,-200.24753737229608
2459,233.09206065760534
2460,-199.86884847618578
2461,-200.27399737820298
2462,-200.32398414926882
2463,-64.50448443945862
2464,-200.3480477749695
2465,814.8688179095204
2466,106.76743798083766
2467,-82.98090021682229
2468,787.9082952367723
2469,655.2368121212866
2470,775.4391913951205
2471,-200.14478423939383
2472,688.6945651858791
2473,533.9614758483136
2474,-199.59872623129328
2475,684.6738787424665
2476,933.714192993285
2477,-201.2009906920064
2478,536.5386658058349
2479,564.5596134463317
2480,555.9444951963305
2481,-200.50691159064286
2482,-197.43986768634358
2483,894.5846325972741
2484,-200.73428713368608
2485,-200.19937921028765
2486,837.3090826896757
2487,891.6106864376382
2488,-199.77255109072857
2489,-200.21238757856645
2490,-200.13962461684233
2491,-200.2240904890663
2492,-198.20973900037643
2493,734.018244484142
2494,-200.2964350575623
