,timestep,x,x_dot,costheta,sintheta,theta_dot,action,reward
0,0,0.0,0.0,1.0,0.0,0.0,0,0.0
1,1,0.01121198944747448,0.4481273591518402,0.9996324777603149,-0.027108315378427505,-1.0781662464141846,2,-0.00013052282120614973
2,2,0.044734880328178406,0.8914968967437744,0.9943313002586365,-0.10632644593715668,-2.0786783695220947,2,-0.0021686614100693896
3,3,0.10016746819019318,1.3231500387191772,0.9731482267379761,-0.23017941415309906,-2.9160256385803223,0,-0.011657911299350367
4,4,0.15463067591190338,0.855604887008667,0.941872239112854,-0.3359712064266205,-1.4844603538513184,1,-0.030712739904175737
5,5,0.19676163792610168,0.8292959332466125,0.9192035794258118,-0.3937826156616211,-0.9878071546554565,0,-0.056389651495736326
6,6,0.22659990191459656,0.3643771708011627,0.9146040678024292,-0.4043506681919098,0.5276861190795898,0,-0.08567081575878396
7,7,0.2331690788269043,-0.10224797576665878,0.9386187791824341,-0.3449561297893524,2.029616594314575,1,-0.10522894402231556
8,8,0.2274099439382553,-0.12702660262584686,0.9713497161865234,-0.2376547008752823,2.436506748199463,0,-0.11496306119156369
9,9,0.20943807065486908,-0.5905513763427734,0.9964150190353394,-0.08459945023059845,3.744771957397461,0,-0.10786828913040869
10,10,0.16864775121212006,-1.0361953973770142,0.9915111064910889,0.13002198934555054,4.803626537322998,0,-0.06686071329917215
11,11,0.10649552196264267,-1.4416648149490356,0.9253671765327454,0.37907204031944275,5.452792644500732,2,0.008963175375679675
12,12,0.04682371765375137,-0.947550892829895,0.8132546544075012,0.5819079875946045,3.825695514678955,0,0.08789153093770535
13,13,-0.009625567123293877,-1.3078383207321167,0.6890609264373779,0.7247033715248108,3.704233407974243,2,0.15523789750652378
14,14,-0.0633189007639885,-0.8447834253311157,0.5778383612632751,0.8161512613296509,2.0707340240478516,2,0.2010576251962273
15,15,-0.09447868168354034,-0.40401479601860046,0.5246128439903259,0.8513409495353699,0.4877566993236542,2,0.21537802866303712
16,16,-0.10381358861923218,0.031186841428279877,0.5371665954589844,0.8434761762619019,-1.0817142724990845,2,0.20447356211693202
17,17,-0.0911555141210556,0.4785904884338379,0.6138471364974976,0.7894248962402344,-2.6803863048553467,0,0.17230311873047582
18,18,-0.07629617303609848,0.11500122398138046,0.7196271419525146,0.6943607330322266,-2.9774460792541504,0,0.12563367238230444
19,19,-0.07979676127433777,-0.257051020860672,0.8161828517913818,0.5777937173843384,-3.04132342338562,1,0.07598977756641484
20,20,-0.09143146127462387,-0.20877666771411896,0.9023569822311401,0.43098947405815125,-3.747631072998047,2,0.02792224231647672
21,21,-0.08976643532514572,0.27495667338371277,0.9759087562561035,0.2181791216135025,-5.249327659606934,1,-0.008099402547487752
22,22,-0.0754992887377739,0.28870949149131775,0.9988645911216736,-0.04763971269130707,-5.385214805603027,1,-0.013682648251758642
23,23,-0.061602361500263214,0.26083073019981384,0.9518510699272156,-0.30656078457832336,-5.1055006980896,1,0.01458732918349133
24,24,-0.04989013075828552,0.20477841794490814,0.8512393832206726,-0.5247775912284851,-4.482095241546631,2,0.06815775064464563
25,25,-0.030677102506160736,0.5597316026687622,0.7132030129432678,-0.7009575366973877,-4.426691055297852,0,0.1410457745548823
26,26,-0.014683110639452934,0.08585182577371597,0.5764081478118896,-0.8171619772911072,-2.775034189224243,1,0.2112569461170907
27,27,-0.011493302881717682,0.04412950947880745,0.4812323749065399,-0.8765930533409119,-1.7085332870483398,2,0.25905356759591497
28,28,-6.22474544798024e-05,0.4138299524784088,0.41944020986557007,-0.9077829718589783,-1.0460565090179443,2,0.29027988122837955
29,29,0.02995193749666214,0.7871943712234497,0.3880730867385864,-0.9216285943984985,-0.31844472885131836,0,0.3037206610029956
30,30,0.05876399949193001,0.36444205045700073,0.40778765082359314,-0.9130768179893494,1.1805520057678223,0,0.28747316048481497
31,31,0.06616447120904922,-0.07219426333904266,0.4945121705532074,-0.8691707253456116,2.720032215118408,0,0.24179957946028632
32,32,0.051033735275268555,-0.5392749905586243,0.6391884684562683,-0.769050121307373,4.342990875244141,2,0.17389467282382876
33,33,0.03261818736791611,-0.194559708237648,0.794144868850708,-0.6077284812927246,4.56458854675293,2,0.10026770316932887
34,34,0.03199796378612518,0.1750747710466385,0.9101018309593201,-0.4143846333026886,4.405678749084473,1,0.04238939880430551
