,timestep,x,x_dot,costheta,sintheta,theta_dot,action
0,0,0.0,0.0,1.0,0.0,0.0,0
1,1,0.023481812328100204,0.4696362316608429,0.9984073042869568,-0.056416694074869156,-1.128933310508728,2
2,2,0.07021599262952805,0.9346835613250732,0.9863570332527161,-0.16462001204490662,-2.1785216331481934,0
3,3,0.09284736961126328,0.4526274800300598,0.978560745716095,-0.205958291888237,-0.8414025902748108,2
4,4,0.1380530446767807,0.9041135907173157,0.9581093192100525,-0.28640279173851013,-1.660546898841858,0
5,5,0.15894383192062378,0.4178156554698944,0.9551563858985901,-0.29610171914100647,-0.20277053117752075,0
6,6,0.1556292325258255,-0.06629210710525513,0.9718796014785767,-0.2354782223701477,1.2579632997512817,0
7,7,0.12813423573970795,-0.5498998165130615,0.9945515394210815,-0.10424608737230301,2.6654956340789795,0
8,8,0.07669966667890549,-1.0286914110183716,0.9957507848739624,0.09208879619836807,3.933105707168579,2
9,9,0.04927578940987587,-0.5484775304794312,0.9745768308639526,0.22405363619327545,2.675048351287842,1
10,10,0.022897113114595413,-0.5275735259056091,0.9413915276527405,0.33731579780578613,2.361845016479492,2
11,11,0.021042916923761368,-0.03708392381668091,0.92613285779953,0.37719738483428955,0.8540831804275513,0
12,12,-0.002502645831555128,-0.47091126441955566,0.8980316519737244,0.43993088603019714,1.375068187713623,0
13,13,-0.04732966050505638,-0.8965402841567993,0.8555029034614563,0.5177980065345764,1.7750669717788696,2
14,14,-0.06777209043502808,-0.4088485538959503,0.8512943387031555,0.5246884226799011,0.1614806205034256,0
15,15,-0.10918570309877396,-0.8282722234725952,0.840603768825531,0.5416504740715027,0.40100547671318054,2
16,16,-0.12649057805538177,-0.3460976481437683,0.8718670606613159,0.4897426664829254,-1.2120953798294067,1
17,17,-0.1421714872121811,-0.3136182427406311,0.913533627986908,0.4067631661891937,-1.8577301502227783,1
18,18,-0.15630535781383514,-0.282677561044693,0.9557377696037292,0.2942197918891907,-2.4053797721862793,2
19,19,-0.1459754854440689,0.20659738779067993,0.9945117235183716,0.1046251505613327,-3.8764421939849854,2
20,20,-0.11157544702291489,0.6880007982254028,0.9883612990379333,-0.15212495625019073,-5.150697231292725,2
21,21,-0.05495321378111839,1.1324446201324463,0.8986651301383972,-0.43863531947135925,-6.027233123779297,2
22,22,0.02066722884774208,1.5124088525772095,0.7174805998802185,-0.6965784430503845,-6.330760478973389,2
23,23,0.1124035120010376,1.8347257375717163,0.47672030329704285,-0.8790550231933594,-6.065175533294678,0
24,24,0.1771955043077469,1.2958399057388306,0.2728678286075592,-0.962051510810852,-4.410945415496826,0
25,25,0.21795658767223358,0.8152216076850891,0.12796461582183838,-0.9917787313461304,-2.9611258506774902,0
26,26,0.23666612803936005,0.3741908371448517,0.04550887644290924,-0.9989639520645142,-1.655837059020996,1
27,27,0.2548586130142212,0.3638497591018677,0.021692520007491112,-0.9997646808624268,-0.4766075611114502,1
28,28,0.2729509472846985,0.36184653639793396,0.05679062381386757,-0.9983860850334167,0.7025394439697266,1
29,29,0.2907950282096863,0.3568815290927887,0.1502813994884491,-0.9886432886123657,1.8806339502334595,0
30,30,0.28720760345458984,-0.07174861431121826,0.30593764781951904,-0.95205157995224,3.2014048099517822,0
31,31,0.26066598296165466,-0.5308325886726379,0.5175740122795105,-0.8556384444236755,4.661801338195801,0
32,32,0.20888495445251465,-1.0356206893920898,0.7571629285812378,-0.6532260775566101,6.298914432525635,2
33,33,0.1736638844013214,-0.7044212818145752,0.9254728555679321,-0.3788139522075653,6.46645975112915,1
34,34,0.13476181030273438,-0.778041422367096,0.9993992447853088,-0.03465820848941803,7.076984882354736,1
35,35,0.0954616516828537,-0.7860031127929688,0.9485461115837097,0.3166390359401703,7.1369853019714355,1
36,36,0.05972835049033165,-0.7146660089492798,0.7947325706481934,0.6069597005844116,6.600906848907471,1
37,37,0.02958555892109871,-0.6028558015823364,0.5931708812713623,0.8050765991210938,5.671503067016602,2
38,38,0.026126204058527946,-0.06918708980083466,0.4231657087802887,0.90605229139328,3.961106300354004,1
39,39,0.02589675597846508,-0.004588949028402567,0.29130715131759644,0.9566295742988586,2.8268697261810303,2
40,40,0.04826449230313301,0.4473547041416168,0.22455070912837982,0.9744623899459839,1.3822202682495117,0
41,41,0.051036618649959564,0.055442553013563156,0.20283639430999756,0.9792126417160034,0.44456568360328674,2
42,42,0.07500281184911728,0.4793238639831543,0.2475004643201828,0.9688878059387207,-0.9169186353683472,0
43,43,0.07926993072032928,0.08534236997365952,0.33476606011390686,0.9423012733459473,-1.8251469135284424,2
44,44,0.10571469366550446,0.5288952589035034,0.48470422625541687,0.8746781349182129,-3.2933602333068848,2
45,45,0.15595005452632904,1.0047070980072021,0.6816306710243225,0.731696367263794,-4.879280090332031,0
46,46,0.1886623203754425,0.6542453765869141,0.8459722995758057,0.5332268476486206,-5.167940616607666,2
47,47,0.24761757254600525,1.1791049242019653,0.9760709404945374,0.21745243668556213,-6.864133358001709,0
48,48,0.2856184244155884,0.7600172162055969,0.9961603879928589,-0.08754727244377136,-6.137263774871826,0
49,49,0.29933029413223267,0.27423715591430664,0.9456536173820496,-0.3251757025718689,-4.870760440826416,0
50,50,0.2876291871070862,-0.23402243852615356,0.8786388635635376,-0.4774869382381439,-3.331895589828491,0
51,51,0.25093144178390503,-0.7339550256729126,0.8345747590065002,-0.5508946776390076,-1.712871789932251,1
52,52,0.2123754769563675,-0.7711192965507507,0.8063347935676575,-0.591459333896637,-0.9886321425437927,2
53,53,0.19437859952449799,-0.35993754863739014,0.7729790806770325,-0.6344315409660339,-1.0881078243255615,0
54,54,0.15242575109004974,-0.8390569686889648,0.790142297744751,-0.6129234433174133,0.5503526926040649,2
55,55,0.13098877668380737,-0.428739458322525,0.8050341010093689,-0.5932285189628601,0.49383652210235596,1
56,56,0.10786227881908417,-0.4625299274921417,0.8407541513442993,-0.5414170622825623,1.258833408355713,1
57,57,0.08300419896841049,-0.4971615970134735,0.8898613452911377,-0.45623108744621277,1.967329502105713,1
58,58,0.05643129721283913,-0.5314580202102661,0.9411368370056152,-0.3380258083343506,2.578735113143921,1
59,59,0.02836351841688156,-0.5613555908203125,0.9815160632133484,-0.19137978553771973,3.0450143814086914,2
60,60,0.022686969488859177,-0.1135309636592865,0.9966511726379395,-0.0817708745598793,2.214108943939209,0
61,61,-0.006809719372540712,-0.5899337530136108,0.9958865642547607,0.0906086340546608,3.45190691947937,2
62,62,-0.012353844940662384,-0.11088252067565918,0.9799383878707886,0.199300616979599,2.1982216835021973,0
