,timestep,x,x_dot,costheta,sintheta,theta_dot,action
0,0,0.0,0.0,1.0,0.0,0.0,0
1,1,-0.023481812328100204,-0.4696362316608429,0.9984073042869568,0.056416694074869156,1.128933310508728,0
2,2,-0.07021599262952805,-0.9346835613250732,0.9863570332527161,0.16462001204490662,2.1785216331481934,1
3,3,-0.11623410880565643,-0.9203623533248901,0.9656419157981873,0.2598762512207031,1.9504257440567017,1
4,4,-0.16118600964546204,-0.8990379571914673,0.9418788552284241,0.33595266938209534,1.5944491624832153,2
5,5,-0.18177178502082825,-0.411715567111969,0.9402742981910706,0.34041768312454224,0.09489130228757858,1
6,6,-0.20120017230510712,-0.38856765627861023,0.9462312459945679,0.32349100708961487,-0.35889074206352234,1
7,7,-0.21951395273208618,-0.3662756383419037,0.9582833647727966,0.28581976890563965,-0.7910954356193542,2
8,8,-0.21360762417316437,0.11812655627727509,0.9842597842216492,0.17672762274742126,-2.244020700454712,1
9,9,-0.20692645013332367,0.133623406291008,0.9985849261283875,0.05318040773272514,-2.489104747772217,2
10,10,-0.17652684450149536,0.6079919934272766,0.9913898706436157,-0.13094323873519897,-3.690516948699951,2
11,11,-0.12345931679010391,1.0613505840301514,0.9351386427879333,-0.3542819023132324,-4.616513729095459,2
12,12,-0.04969578981399536,1.4752705097198486,0.8146886229515076,-0.5798986554145813,-5.129164695739746,1
13,13,0.02014821581542492,1.3968801498413086,0.6725166440010071,-0.7400820255279541,-4.291759967803955,0
14,14,0.06463678926229477,0.8897714614868164,0.570936381816864,-0.8209942579269409,-2.59916090965271,1
15,15,0.10677418857812881,0.8427480459213257,0.5049512982368469,-0.8631478548049927,-1.5664088726043701,0
16,16,0.1260513812303543,0.38554391264915466,0.5052311420440674,-0.8629840612411499,0.006484605371952057,1
17,17,0.14388637244701385,0.3566999137401581,0.5502071380615234,-0.8350282311439514,1.059249997138977,1
18,18,0.16005955636501312,0.3234635591506958,0.6342290639877319,-0.7731451988220215,2.0879743099212646,0
19,19,0.15254579484462738,-0.1502750813961029,0.7663317918777466,-0.6424449682235718,3.7220168113708496,1
20,20,0.14201971888542175,-0.21052148938179016,0.8924036622047424,-0.4512380063533783,4.5906476974487305,1
21,21,0.12861725687980652,-0.2680493891239166,0.9788893461227417,-0.20439104735851288,5.24621057510376,0
22,22,0.09027595818042755,-0.7668259739875793,0.9919204115867615,0.1268618404865265,6.660923957824707,1
23,23,0.053272224962711334,-0.7400746941566467,0.9006292819976807,0.43458816409111023,6.447526931762695,0
