,timestep,x,x_dot,costheta,sintheta,theta_dot,action,reward
0,0,0.0,0.0,1.0,0.0,0.0,0,0.0
1,1,0.0,0.0,1.0,0.0,0.0,1,0.0
2,2,0.0,0.0,1.0,0.0,0.0,2,0.0
3,3,0.009397875517606735,0.3756246566772461,0.999741792678833,-0.02272314950823784,-0.9037492871284485,2,-9.169810800922914e-05
4,4,0.03750019147992134,0.7474638819694519,0.9960145354270935,-0.08919132500886917,-1.7434521913528442,2,-0.0015229162722374843
5,5,0.08399790525436401,1.1104844808578491,0.9810713529586792,-0.19364656507968903,-2.451591730117798,0,-0.008174798169772325
6,6,0.12971197068691254,0.7178945541381836,0.9589718580245972,-0.28350120782852173,-1.2363049983978271,2,-0.02154892703949271
7,7,0.1743103712797165,1.0646908283233643,0.935785710811615,-0.3525693118572235,-1.658478021621704,0,-0.043853111298726044
8,8,0.21766549348831177,0.6699029803276062,0.9171800017356873,-0.39847317337989807,-0.3177395164966583,2,-0.07703565744105041
9,9,0.25967147946357727,1.0099619626998901,0.9078750610351562,-0.4192407727241516,-0.5863110423088074,2,-0.12251074423237615
10,10,0.31861430406570435,1.3471896648406982,0.8926149010658264,-0.4508199691772461,-0.8070884346961975,1,-0.20009511918314965
11,11,0.36000001430511475,1.3175110816955566,0.8810493350028992,-0.4730243682861328,-0.190070241689682,1,-400.26452467201
