0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.224646852585167854e-16,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,1.224646852585167854e-16,0.000000000000000000e+00
7.472299039363861084e-03,1.494459807872772217e-01,-9.999451637268066406e-01,1.047178450971841812e-02,-2.094395160675048828e-01
2.315078303217887878e-02,3.135696947574615479e-01,-9.991228580474853516e-01,4.187565296888351440e-02,-6.283185482025146484e-01
4.216511547565460205e-02,3.802866637706756592e-01,-9.973144531250000000e-01,7.323819398880004883e-02,-6.283185482025146484e-01
6.177990138530731201e-02,3.829553127288818359e-01,-9.933727383613586426e-01,1.149371489882469177e-01,-8.377580642700195312e-01
8.179498463869094849e-02,4.096421003341674805e-01,-9.892723560333251953e-01,1.460830271244049072e-01,-6.283185482025146484e-01
1.017433553934097290e-01,3.989673852920532227e-01,-9.876883625984191895e-01,1.564344614744186401e-01,-2.094395160675048828e-01
1.222254633903503418e-01,4.096421003341674805e-01,-9.859960079193115234e-01,1.667687445878982544e-01,-2.094395160675048828e-01
1.421738266944885254e-01,3.989673852920532227e-01,-9.841955900192260742e-01,1.770847439765930176e-01,-2.094395160675048828e-01
1.629895269870758057e-01,4.083077609539031982e-01,-9.859960079193115234e-01,1.667687445878982544e-01,2.094395160675048828e-01
1.832047551870346069e-01,4.043047428131103516e-01,-9.876883625984191895e-01,1.564344614744186401e-01,2.094395160675048828e-01
2.035534381866455078e-01,4.056390821933746338e-01,-9.921147227287292480e-01,1.253332346677780151e-01,6.283185482025146484e-01
2.237019538879394531e-01,4.123107790946960449e-01,-9.955619573593139648e-01,9.410831332206726074e-02,6.283185482025146484e-01
2.441173493862152100e-01,4.083077609539031982e-01,-9.980267286300659180e-01,6.279052048921585083e-02,6.283185482025146484e-01
2.642658650875091553e-01,4.029704034328460693e-01,-9.997806549072265625e-01,2.094241976737976074e-02,8.377580642700195312e-01
2.776092588901519775e-01,2.668678164482116699e-01,-9.995065331459045410e-01,-3.141075745224952698e-02,1.047197580337524414e+00
2.742066979408264160e-01,-6.805129349231719971e-02,-9.921147227287292480e-01,-1.253332346677780151e-01,1.884955644607543945e+00
2.587950825691223145e-01,-3.082323372364044189e-01,-9.735789299011230469e-01,-2.283508628606796265e-01,2.094395160675048828e+00
2.396472990512847900e-01,-3.749493062496185303e-01,-9.443763494491577148e-01,-3.288666605949401855e-01,2.094395160675048828e+00
2.192986309528350830e-01,-4.149794578552246094e-01,-9.135454297065734863e-01,-4.067366421222686768e-01,1.675516128540039062e+00
1.983495056629180908e-01,-4.189824759960174561e-01,-8.862035870552062988e-01,-4.632960259914398193e-01,1.256637096405029297e+00
1.770000904798507690e-01,-4.269885122776031494e-01,-8.660253882408142090e-01,-5.000000000000000000e-01,8.377580642700195312e-01
1.555839478969573975e-01,-4.189824759960174561e-01,-8.607420325279235840e-01,-5.090414285659790039e-01,2.094395160675048828e-01
1.344346702098846436e-01,-4.323258697986602783e-01,-8.660253882408142090e-01,-5.000000000000000000e-01,-2.094395160675048828e-01
1.129518076777458191e-01,-4.296571910381317139e-01,-8.910065293312072754e-01,-4.539904892444610596e-01,-1.047197580337524414e+00
9.160237759351730347e-02,-4.269885122776031494e-01,-9.177546501159667969e-01,-3.971478939056396484e-01,-1.256637096405029297e+00
7.038638740777969360e-02,-4.243198335170745850e-01,-9.510565400123596191e-01,-3.090170025825500488e-01,-1.884955644607543945e+00
4.890352860093116760e-02,-4.203168153762817383e-01,-9.781476259231567383e-01,-2.079116851091384888e-01,-2.094395160675048828e+00
4.096421226859092712e-02,-1.707954108715057373e-01,-9.980267286300659180e-01,-6.279052048921585083e-02,-2.932153224945068359e+00
5.263967812061309814e-02,2.361780256032943726e-01,-9.921147227287292480e-01,1.253332346677780151e-01,-3.769911289215087891e+00
6.985265016555786133e-02,3.442595005035400391e-01,-9.477683901786804199e-01,3.189592957496643066e-01,-3.979350805282592773e+00
8.913385123014450073e-02,3.856239914894104004e-01,-8.763066530227661133e-01,4.817536771297454834e-01,-3.560471773147583008e+00
1.088820695877075195e-01,3.949643671512603760e-01,-7.901549935340881348e-01,6.129070520401000977e-01,-3.141592741012573242e+00
1.290973126888275146e-01,4.043047428131103516e-01,-7.071067690849304199e-01,7.071067690849304199e-01,-2.513274192810058594e+00
1.493125408887863159e-01,4.043047428131103516e-01,-6.454576849937438965e-01,7.637960314750671387e-01,-1.675516128540039062e+00
1.697279363870620728e-01,4.083077609539031982e-01,-6.129070520401000977e-01,7.901549935340881348e-01,-8.377580642700195312e-01
