0,75,0,-0.00273531
1,75,0.0501862,-0.00853952
2,75,0.100295,-0.0153444
3,75,0.150414,-0.0227498
4,75,0.20052,-0.0302886
5,75,0.250629,-0.0375605
6,75,0.30074,-0.0443655
7,75,0.350838,-0.0512371
8,75,0.400935,-0.0584423
9,75,0.451029,-0.0658477
10,75,0.501132,-0.0733198
11,75,0.551237,-0.0803248
12,75,0.601366,-0.0871298
13,75,0.651473,-0.0941348
14,75,0.701614,-0.101407
15,75,0.75172,-0.108946
16,75,0.801864,-0.116284
17,75,0.851996,-0.123089
18,75,0.902132,-0.129961
19,75,0.952235,-0.136966
20,75,1.00235,-0.144438
21,75,1.05244,-0.151843
22,75,1.10255,-0.158982
23,75,1.15274,-0.16572
24,75,1.20284,-0.172392
25,75,1.25295,-0.17973
26,75,1.30308,-0.187269
27,75,1.35317,-0.194541
28,75,1.40387,-0.201479
29,75,1.45396,-0.208084
30,75,1.50406,-0.214889
31,75,1.55416,-0.222294
32,75,1.60425,-0.229633
33,75,1.65432,-0.236838
34,75,1.70442,-0.243576
35,75,1.75463,-0.250181
36,75,1.80473,-0.257253
37,75,1.85483,-0.264525
38,75,1.90493,-0.271797
39,75,1.95503,-0.278602
40,75,2.00516,-0.285273
41,75,2.05528,-0.291811
42,75,2.10539,-0.298616
43,75,2.1555,-0.305888
44,75,2.2056,-0.312893
45,75,2.25569,-0.319498
46,75,2.30579,-0.325836
47,75,2.35588,-0.332374
48,75,2.4061,-0.339446
49,75,2.4562,-0.346584
50,75,2.5063,-0.35379
51,75,2.5564,-0.360461
52,75,2.60649,-0.366799
53,75,2.65658,-0.373471
54,75,2.70668,-0.380342
55,75,2.75677,-0.387614
56,75,2.80687,-0.394486
57,75,2.85696,-0.401024
58,75,2.90705,-0.407428
59,75,2.95715,-0.413833
60,75,3.00726,-0.420838
61,75,3.05735,-0.42791
62,75,3.10745,-0.434715
63,75,3.15755,-0.441119
64,75,3.20763,-0.447324
65,75,3.25772,-0.453795
66,75,3.30781,-0.460534
67,75,3.35791,-0.467739
68,75,3.40801,-0.474677
69,75,3.4581,-0.481082
70,75,3.50819,-0.487353
71,75,3.55828,-0.493891
72,75,3.60838,-0.500963
