,number,value,datetime_start,datetime_complete,duration,params_Ve,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
249,249,269.45440673828125,2021-07-02 16:43:28.318054,2021-07-02 16:45:01.377163,0 days 00:01:33.059109000,11.076137119671985,128,10000,0.95,0,0.0003413467741922229,small,50,PRUNED
250,250,-389.11810302734375,2021-07-02 16:43:58.649652,2021-07-02 16:44:50.069269,0 days 00:00:51.419617000,11.628472053923664,512,10000,0.98,0,0.00028729601343584416,small,50,PRUNED
251,251,451.4127502441406,2021-07-02 16:44:50.070165,2021-07-02 16:47:27.225296,0 days 00:02:37.155131000,11.249400218145137,128,10000,0.95,0,0.0002352717522751866,small,50,COMPLETE
252,252,615.08740234375,2021-07-02 16:45:01.379877,2021-07-02 16:48:15.694079,0 days 00:03:14.314202000,11.3067091346478,128,10000,0.99,0,0.00024252319544286097,medium,50,COMPLETE
253,253,355.6104431152344,2021-07-02 16:45:12.876036,2021-07-02 16:47:45.945056,0 days 00:02:33.069020000,11.2258955992233,128,10000,0.99,0,0.00024321801589283914,small,50,COMPLETE
254,254,-357.77081298828125,2021-07-02 16:47:27.228167,2021-07-02 16:48:50.518367,0 days 00:01:23.290200000,11.417092458596871,128,10000,0.99,0,0.00023837241635873505,small,50,PRUNED
255,255,332.6412048339844,2021-07-02 16:47:45.946481,2021-07-02 16:48:30.715787,0 days 00:00:44.769306000,11.330512165478423,128,10000,0.999,0,0.00018069167500814936,small,50,PRUNED
256,256,365.030029296875,2021-07-02 16:48:15.695516,2021-07-02 16:50:49.046386,0 days 00:02:33.350870000,11.45426580876227,128,10000,0.99,0,0.00022004513320952372,small,50,COMPLETE
257,257,338.7572326660156,2021-07-02 16:48:30.716789,2021-07-02 16:49:12.483860,0 days 00:00:41.767071000,11.477714916963679,128,10000,0.99,0,0.00022033435141126275,small,50,PRUNED
258,258,175.09506225585938,2021-07-02 16:48:50.520493,2021-07-02 16:49:35.742535,0 days 00:00:45.222042000,10.189520046487248,128,10000,0.99,0,0.00021161117457574793,small,50,PRUNED
259,259,424.7986755371094,2021-07-02 16:49:12.484962,2021-07-02 16:51:44.942471,0 days 00:02:32.457509000,10.276105820474905,128,10000,0.99,0,0.000176174746927318,small,50,COMPLETE
260,260,369.677734375,2021-07-02 16:49:35.743709,2021-07-02 16:52:07.965250,0 days 00:02:32.221541000,10.437862518139877,128,10000,0.9999,0,0.00027556981283214586,small,50,COMPLETE
261,261,-249.02267456054688,2021-07-02 16:50:49.047844,2021-07-02 16:51:29.298020,0 days 00:00:40.250176000,10.385125769024418,128,10000,0.99,0,0.0002923774037364421,small,50,PRUNED
262,262,-360.958740234375,2021-07-02 16:51:29.298954,2021-07-02 16:52:10.566523,0 days 00:00:41.267569000,11.732231724155703,128,10000,0.9999,0,0.0001651146766651907,small,50,PRUNED
263,263,200.88473510742188,2021-07-02 16:51:44.943764,2021-07-02 16:52:28.286951,0 days 00:00:43.343187000,11.251455209418785,128,10000,0.9999,0,0.0003483186549533093,small,800,PRUNED
264,264,-0.2790161967277527,2021-07-02 16:52:07.966913,2021-07-02 16:52:57.155088,0 days 00:00:49.188175000,10.659306323070945,128,10000,0.95,0,0.00037268616981535167,small,800,PRUNED
265,265,289.2220764160156,2021-07-02 16:52:10.567188,2021-07-02 16:52:59.162711,0 days 00:00:48.595523000,11.210647830515066,128,10000,0.95,0,0.0003449351679243635,small,800,PRUNED
266,266,41.6338996887207,2021-07-02 16:52:28.288007,2021-07-02 16:53:16.149756,0 days 00:00:47.861749000,10.702481491047454,128,10000,0.95,0,0.000385036666623321,small,5000,PRUNED
267,267,186.38644409179688,2021-07-02 16:52:57.157622,2021-07-02 16:53:41.260736,0 days 00:00:44.103114000,10.89112701966641,128,10000,0.95,0,0.0002689155859796885,medium,5000,PRUNED
268,268,-12.548602104187012,2021-07-02 16:52:59.163557,2021-07-02 16:53:48.387546,0 days 00:00:49.223989000,10.486513496223617,128,10000,0.95,0,0.00026963806367418056,medium,5000,PRUNED
269,269,402.9960021972656,2021-07-02 16:53:16.150752,2021-07-02 16:55:52.529293,0 days 00:02:36.378541000,10.533315991614646,128,10000,0.99,0,0.00047133464567363414,medium,4,COMPLETE
270,270,-340.17462158203125,2021-07-02 16:53:41.261971,2021-07-02 16:54:37.093917,0 days 00:00:55.831946000,10.575607969408193,256,10000,0.99,0,0.0005169201583117086,medium,4,PRUNED
271,271,0.270629346370697,2021-07-02 16:53:48.388355,2021-07-02 16:53:57.591361,0 days 00:00:09.203006000,10.293162206403592,256,10000,0.99,20000,0.0005274589139040698,medium,4,PRUNED
272,272,379.13232421875,2021-07-02 16:53:57.592422,2021-07-02 16:55:34.447977,0 days 00:01:36.855555000,9.998066488166893,256,10000,0.9999,0,0.00014070962917127133,medium,4,PRUNED
273,273,503.6373596191406,2021-07-02 16:54:37.095245,2021-07-02 16:57:02.794054,0 days 00:02:25.698809000,10.713877438388463,256,10000,0.9999,0,0.00014638533233700786,medium,50,COMPLETE
274,274,311.0874328613281,2021-07-02 16:55:34.449589,2021-07-02 16:56:30.392089,0 days 00:00:55.942500000,10.950471236681881,512,10000,0.995,0,0.00041617119074915585,medium,50,PRUNED
275,275,54.61174774169922,2021-07-02 16:55:52.531720,2021-07-02 16:56:47.993389,0 days 00:00:55.461669000,6.300115334206638,512,100000,0.9,0,0.00018862221256531753,medium,50,PRUNED
276,276,294.53216552734375,2021-07-02 16:56:30.393396,2021-07-02 16:57:18.603454,0 days 00:00:48.210058000,10.701979818116227,256,100000,0.9,0,0.00031593664558112123,medium,50,PRUNED
277,277,-267.115966796875,2021-07-02 16:56:47.994547,2021-07-02 16:57:41.649407,0 days 00:00:53.654860000,10.774987896180896,256,10000,0.95,0,0.0003353745581428824,medium,4,PRUNED
278,278,-0.17784328758716583,2021-07-02 16:57:02.795670,2021-07-02 16:57:25.401109,0 days 00:00:22.605439000,10.708175975998076,256,10000,0.95,5000,0.0002921817134823854,medium,4,PRUNED
279,279,477.8821716308594,2021-07-02 16:57:18.604201,2021-07-02 17:00:06.502499,0 days 00:02:47.898298000,10.885302720169204,256,10000,0.95,0,0.00025175653322651563,medium,4,COMPLETE
280,280,385.67071533203125,2021-07-02 16:57:25.402052,2021-07-02 16:59:06.400756,0 days 00:01:40.998704000,10.453108221652117,256,10000,0.98,0,0.00021453177993511458,medium,4,PRUNED
281,281,353.22528076171875,2021-07-02 16:57:41.650567,2021-07-02 16:58:29.867456,0 days 00:00:48.216889000,10.495766626490587,256,10000,0.9999,0,0.0002282224331078386,medium,100,PRUNED
282,282,-285.70404052734375,2021-07-02 16:58:29.868551,2021-07-02 16:59:20.494595,0 days 00:00:50.626044000,10.894917272508629,256,10000,0.95,0,0.000441662676983878,medium,4,PRUNED
283,283,319.0782165527344,2021-07-02 16:59:06.401881,2021-07-02 17:00:32.651860,0 days 00:01:26.249979000,10.913395288779736,256,10000,0.95,0,0.00042404744142730605,medium,4,PRUNED
284,284,-369.44403076171875,2021-07-02 16:59:20.495407,2021-07-02 16:59:50.248792,0 days 00:00:29.753385000,11.570252993551062,256,10000,0.95,0,0.00026687471595107615,small,50,PRUNED
285,285,-0.9171765446662903,2021-07-02 16:59:50.250738,2021-07-02 17:00:57.785599,0 days 00:01:07.534861000,11.068944876956964,1024,10000,0.999,0,0.00040113263458880485,medium,1000,PRUNED
286,286,-306.5385437011719,2021-07-02 17:00:06.504545,2021-07-02 17:01:10.965015,0 days 00:01:04.460470000,11.065951792240687,1024,10000,0.95,0,0.00016708726356332224,medium,4,PRUNED
287,287,-0.9119609594345093,2021-07-02 17:00:32.653396,2021-07-02 17:01:08.365291,0 days 00:00:35.711895000,10.670021974932357,256,10000,0.95,0,0.0001848926592986988,medium,1000,PRUNED
288,288,348.10784912109375,2021-07-02 17:00:57.786633,2021-07-02 17:01:40.534517,0 days 00:00:42.747884000,10.661183977216647,256,10000,0.95,1000,0.00016158248049971425,medium,4,PRUNED
289,289,208.5208740234375,2021-07-02 17:01:08.366504,2021-07-02 17:01:49.631861,0 days 00:00:41.265357000,10.118196515754073,256,10000,0.95,1000,0.00015217313730964612,medium,4,PRUNED
290,290,200.00474548339844,2021-07-02 17:01:10.965736,2021-07-02 17:01:55.912078,0 days 00:00:44.946342000,10.142577551196913,256,10000,0.95,1000,0.0002474137426631695,medium,50,PRUNED
291,291,-349.79937744140625,2021-07-02 17:01:40.535882,2021-07-02 17:03:07.801712,0 days 00:01:27.265830000,10.291046701243925,128,10000,0.95,1000,0.00025314351824405384,medium,50,PRUNED
292,292,248.9560089111328,2021-07-02 17:01:49.632985,2021-07-02 17:02:31.399220,0 days 00:00:41.766235000,10.790113619618177,128,10000,0.9999,0,0.00023887790372281728,medium,50,PRUNED
293,293,548.4368896484375,2021-07-02 17:01:55.913137,2021-07-02 17:04:45.767163,0 days 00:02:49.854026000,10.81621758366963,256,10000,0.9999,0,0.0005910585650719756,medium,50,COMPLETE
294,294,0.270629346370697,2021-07-02 17:02:31.400245,2021-07-02 17:02:40.420346,0 days 00:00:09.020101000,10.346757033528101,256,10000,0.95,20000,0.00031857093364587194,medium,10,PRUNED
295,295,412.04974365234375,2021-07-02 17:02:40.421128,2021-07-02 17:05:19.542468,0 days 00:02:39.121340000,10.370757908967729,256,10000,0.9999,0,0.0006027059977294542,medium,4,COMPLETE
296,296,-323.8865051269531,2021-07-02 17:03:07.802839,2021-07-02 17:03:52.662882,0 days 00:00:44.860043000,10.583731055011397,256,10000,0.9999,0,0.0006145927347847979,medium,500,PRUNED
297,297,390.45379638671875,2021-07-02 17:03:52.664193,2021-07-02 17:06:25.497912,0 days 00:02:32.833719000,10.80106714537209,256,10000,0.99,0,0.00012397118623140552,medium,4,COMPLETE
298,298,405.2255859375,2021-07-02 17:04:45.770461,2021-07-02 17:07:21.860717,0 days 00:02:36.090256000,10.85848479774176,256,10000,0.9999,0,0.0005424998804100384,medium,50,PRUNED
299,299,114.1258544921875,2021-07-02 17:05:19.544363,2021-07-02 17:06:08.020820,0 days 00:00:48.476457000,10.829418774468712,256,10000,0.9999,0,0.0005100796120747651,medium,50,PRUNED
300,300,-339.31463623046875,2021-07-02 17:06:08.022243,2021-07-02 17:06:53.385704,0 days 00:00:45.363461000,10.953928952608633,256,10000,0.9999,0,0.00012590004770407184,medium,50,PRUNED
301,301,367.24676513671875,2021-07-02 17:06:25.499838,2021-07-02 17:09:15.710791,0 days 00:02:50.210953000,10.968218251547732,256,10000,0.9999,0,0.00033550119873490243,medium,50,COMPLETE
302,302,276.96026611328125,2021-07-02 17:06:53.386733,2021-07-02 17:07:43.300300,0 days 00:00:49.913567000,10.593349176402393,256,10000,0.9999,0,0.00031224469590483906,medium,50,PRUNED
303,303,301.636474609375,2021-07-02 17:07:21.862686,2021-07-02 17:09:50.901185,0 days 00:02:29.038499000,11.21558057090586,128,10000,0.9999,0,0.0003091906501004893,medium,50,COMPLETE
304,304,399.9536437988281,2021-07-02 17:07:43.301193,2021-07-02 17:10:17.817846,0 days 00:02:34.516653000,10.474896900180106,128,100000,0.9999,0,0.00033327762902804345,medium,50,COMPLETE
305,305,-343.7880859375,2021-07-02 17:09:15.714851,2021-07-02 17:10:01.225241,0 days 00:00:45.510390000,11.228167623037168,128,100000,0.99,0,0.0001934771234840785,medium,4,PRUNED
306,306,417.04620361328125,2021-07-02 17:09:50.904092,2021-07-02 17:12:41.199703,0 days 00:02:50.295611000,10.46766967552778,256,100000,0.99,0,0.00038497533316596717,medium,4,COMPLETE
307,307,86.96998596191406,2021-07-02 17:10:01.226386,2021-07-02 17:11:10.184376,0 days 00:01:08.957990000,9.458618373212522,512,50000,0.99,0,0.0003929610428339645,medium,4,PRUNED
308,308,0.270629346370697,2021-07-02 17:10:17.820790,2021-07-02 17:10:26.344331,0 days 00:00:08.523541000,10.584873297788667,256,50000,0.99,10000,0.00041203786956713843,medium,4,PRUNED
309,309,-302.75823974609375,2021-07-02 17:10:26.345379,2021-07-02 17:10:40.663485,0 days 00:00:14.318106000,10.670790594129782,512,10000,0.95,5000,0.0002128262941283074,medium,4,PRUNED
310,310,416.89581298828125,2021-07-02 17:10:40.664347,2021-07-02 17:13:25.068947,0 days 00:02:44.404600000,9.437321302026719,256,10000,0.95,0,0.00047373777693689607,medium,4,COMPLETE
311,311,-388.12261962890625,2021-07-02 17:11:10.186080,2021-07-02 17:11:56.172272,0 days 00:00:45.986192000,10.401792996283262,256,10000,0.95,0,0.0006748361013605164,medium,50,PRUNED
312,312,-366.45123291015625,2021-07-02 17:11:56.173732,2021-07-02 17:12:45.269340,0 days 00:00:49.095608000,10.732072991194672,256,10000,0.995,0,0.0002702915325045889,medium,4,PRUNED
313,313,-332.6004943847656,2021-07-02 17:12:41.201585,2021-07-02 17:13:22.939377,0 days 00:00:41.737792000,10.751014051043102,256,10000,0.9999,0,0.0002596403738696624,medium,4,PRUNED
314,314,351.8603210449219,2021-07-02 17:12:45.270295,2021-07-02 17:13:33.060951,0 days 00:00:47.790656000,9.932091333804504,256,10000,0.9999,0,0.00048521562663206784,medium,50,PRUNED
315,315,-336.48907470703125,2021-07-02 17:13:22.940344,2021-07-02 17:14:15.427852,0 days 00:00:52.487508000,11.107375663538502,256,10000,0.95,0,0.0004899906281963662,medium,100,PRUNED
316,316,582.0443725585938,2021-07-02 17:13:25.070182,2021-07-02 17:16:21.941045,0 days 00:02:56.870863000,10.2361165312248,256,10000,0.9999,0,0.0002032049268972735,medium,100,COMPLETE
317,317,617.3067626953125,2021-07-02 17:13:33.061837,2021-07-02 17:15:38.690165,0 days 00:02:05.628328000,11.062976863196308,256,10000,0.95,0,0.00019932116466112496,small,100,COMPLETE
318,318,123.67698669433594,2021-07-02 17:14:15.429871,2021-07-02 17:14:52.246984,0 days 00:00:36.817113000,10.23922921005819,256,10000,0.98,1000,0.00020197327011958345,small,50,PRUNED
319,319,0.270629346370697,2021-07-02 17:14:52.248291,2021-07-02 17:15:03.201240,0 days 00:00:10.952949000,10.55529315486852,256,10000,0.95,10000,0.0003365816669438461,medium,4,PRUNED
320,320,297.95806884765625,2021-07-02 17:15:03.203137,2021-07-02 17:15:53.697474,0 days 00:00:50.494337000,9.575800280442976,128,10000,0.9999,0,0.0005993156320272476,medium,50,PRUNED
321,321,382.50946044921875,2021-07-02 17:15:38.691762,2021-07-02 17:18:15.588702,0 days 00:02:36.896940000,10.932434605794171,256,10000,0.9999,0,0.00015647922928093064,medium,5,COMPLETE
322,322,-152.7274169921875,2021-07-02 17:15:53.698769,2021-07-02 17:16:35.445589,0 days 00:00:41.746820000,10.877214608547062,256,10000,0.95,1000,0.00014230913308031152,medium,100,PRUNED
323,323,157.42611694335938,2021-07-02 17:16:21.942775,2021-07-02 17:17:02.047927,0 days 00:00:40.105152000,9.320598669486865,256,10000,0.9999,1000,0.00015862246829237992,medium,100,PRUNED
324,324,45.496856689453125,2021-07-02 17:16:35.446852,2021-07-02 17:17:23.939651,0 days 00:00:48.492799000,5.3422026113776955,256,10000,0.9999,0,0.00017662243894616078,medium,100,PRUNED
325,325,-343.02935791015625,2021-07-02 17:17:02.049054,2021-07-02 17:19:30.463112,0 days 00:02:28.414058000,11.035474977556152,256,10000,0.9999,0,0.00019279623077664596,medium,100,PRUNED
326,326,233.7853546142578,2021-07-02 17:17:23.941594,2021-07-02 17:18:12.333024,0 days 00:00:48.391430000,11.014461955929889,256,10000,0.9999,0,0.0002242149125381468,medium,5,PRUNED
327,327,-349.13031005859375,2021-07-02 17:18:12.334246,2021-07-02 17:20:34.212296,0 days 00:02:21.878050000,9.686767307838025,256,10000,0.9999,0,0.00019491088877793814,medium,100,PRUNED
328,328,0.270629346370697,2021-07-02 17:18:15.590000,2021-07-02 17:18:21.659656,0 days 00:00:06.069656000,10.625204387929267,256,10000,0.9999,20000,0.0001959236658895042,medium,100,PRUNED
329,329,415.91925048828125,2021-07-02 17:18:21.661025,2021-07-02 17:20:52.249157,0 days 00:02:30.588132000,10.03272242112827,256,10000,0.999,0,0.00026506623223730697,medium,100,COMPLETE
330,330,423.97296142578125,2021-07-02 17:19:30.465296,2021-07-02 17:21:56.797860,0 days 00:02:26.332564000,10.223522355513778,256,10000,0.99,1000,0.00010143259838340848,medium,100,COMPLETE
331,331,274.90484619140625,2021-07-02 17:20:34.213791,2021-07-02 17:22:04.218522,0 days 00:01:30.004731000,10.301258037798565,256,10000,0.99,1000,0.00027864548826541757,medium,100,PRUNED
332,332,-335.80645751953125,2021-07-02 17:20:52.250987,2021-07-02 17:21:31.781216,0 days 00:00:39.530229000,10.296267559082837,256,10000,0.99,1000,0.00010949854086786868,medium,100,PRUNED
333,333,362.052978515625,2021-07-02 17:21:31.782291,2021-07-02 17:24:19.077314,0 days 00:02:47.295023000,10.778896799555705,256,10000,0.9999,1000,0.0002804677285986219,medium,100,COMPLETE
334,334,0.3937966227531433,2021-07-02 17:21:56.799527,2021-07-02 17:22:41.861915,0 days 00:00:45.062388000,9.173900296043945,256,10000,0.9999,0,0.0007648020727399456,medium,500,PRUNED
335,335,167.8717041015625,2021-07-02 17:22:04.219230,2021-07-02 17:22:58.115514,0 days 00:00:53.896284000,9.119057050713954,256,10000,0.9999,0,0.0007289927613467616,medium,500,PRUNED
336,336,0.270629346370697,2021-07-02 17:22:41.863362,2021-07-02 17:22:50.415716,0 days 00:00:08.552354000,10.763198419290632,256,10000,0.9999,10000,0.00022995300732277831,medium,4,PRUNED
337,337,331.8171691894531,2021-07-02 17:22:50.416776,2021-07-02 17:23:42.702540,0 days 00:00:52.285764000,9.05027827108162,256,10000,0.9999,0,0.00013953118853609597,medium,4,PRUNED
338,338,573.5556030273438,2021-07-02 17:22:58.116600,2021-07-02 17:25:47.711680,0 days 00:02:49.595080000,10.610262924153494,256,10000,0.9,0,0.00027906103046699404,medium,4,COMPLETE
339,339,216.568115234375,2021-07-02 17:23:42.706001,2021-07-02 17:24:04.289467,0 days 00:00:21.583466000,10.590677497194706,256,10000,0.9,5000,0.0002854483254704527,medium,4,PRUNED
340,340,-395.8987121582031,2021-07-02 17:24:04.290316,2021-07-02 17:24:49.970377,0 days 00:00:45.680061000,10.822170306925678,256,10000,0.95,0,0.0004045932497314367,medium,4,PRUNED
341,341,241.86502075195312,2021-07-02 17:24:19.079190,2021-07-02 17:25:08.798438,0 days 00:00:49.719248000,10.4036450989039,256,10000,0.95,0,0.00038453302795652024,medium,4,PRUNED
342,342,0.604784369468689,2021-07-02 17:24:49.971532,2021-07-02 17:25:42.078470,0 days 00:00:52.106938000,10.418377589353291,256,10000,0.95,0,1.332667238030428e-05,medium,50,PRUNED
343,343,-359.2914733886719,2021-07-02 17:25:08.799603,2021-07-02 17:25:55.867261,0 days 00:00:47.067658000,10.559041919841489,256,10000,0.995,0,0.00057176538487297,medium,50,PRUNED
344,344,367.94915771484375,2021-07-02 17:25:42.079620,2021-07-02 17:26:18.812416,0 days 00:00:36.732796000,10.621288580721968,256,10000,0.995,1000,0.0005776999412115009,medium,50,PRUNED
345,345,341.9369812011719,2021-07-02 17:25:47.712862,2021-07-02 17:26:28.697703,0 days 00:00:40.984841000,10.596552138502306,256,100000,0.9,1000,0.0006055002691260615,medium,4,PRUNED
346,346,139.02369689941406,2021-07-02 17:25:55.868052,2021-07-02 17:26:47.091888,0 days 00:00:51.223836000,10.700440322383777,512,100000,0.9,1000,0.00022120246021053219,medium,4,PRUNED
347,347,-324.9641418457031,2021-07-02 17:26:18.813574,2021-07-02 17:27:18.195322,0 days 00:00:59.381748000,11.097665318415983,512,100000,0.9,0,0.0002368572793494717,medium,4,PRUNED
348,348,331.44671630859375,2021-07-02 17:26:28.698839,2021-07-02 17:29:39.823281,0 days 00:03:11.124442000,9.821496738157228,512,10000,0.9,0,0.00021931153370675853,medium,4,COMPLETE
349,349,377.52545166015625,2021-07-02 17:26:47.093377,2021-07-02 17:27:31.820435,0 days 00:00:44.727058000,11.121161945294299,256,10000,0.9,0,0.0003220682146397408,medium,4,PRUNED
350,350,-133.28463745117188,2021-07-02 17:27:18.196580,2021-07-02 17:28:04.634164,0 days 00:00:46.437584000,10.960006907063903,256,10000,0.9,0,0.0003400735671246328,medium,4,PRUNED
351,351,182.48532104492188,2021-07-02 17:27:31.821384,2021-07-02 17:28:19.238723,0 days 00:00:47.417339000,9.77179396126192,256,10000,0.9,0,0.00017027487218596973,medium,10,PRUNED
352,352,0.270629346370697,2021-07-02 17:28:04.635246,2021-07-02 17:28:13.188115,0 days 00:00:08.552869000,9.77093406082551,256,10000,0.9,10000,0.00017578734852613992,medium,10,PRUNED
353,353,-295.0433654785156,2021-07-02 17:28:13.188693,2021-07-02 17:28:57.246106,0 days 00:00:44.057413000,10.448764115829052,256,10000,0.99,0,8.603504201575471e-05,medium,4,PRUNED
354,354,365.3609313964844,2021-07-02 17:28:19.240220,2021-07-02 17:29:07.549361,0 days 00:00:48.309141000,10.109102157519334,256,10000,0.99,0,0.00013194766067988216,medium,4,PRUNED
355,355,186.4803466796875,2021-07-02 17:28:57.247330,2021-07-02 17:30:09.177197,0 days 00:01:11.929867000,10.07843545915201,1024,10000,0.95,0,0.00045295015407757327,medium,4,PRUNED
356,356,276.97796630859375,2021-07-02 17:29:07.550033,2021-07-02 17:31:43.211025,0 days 00:02:35.660992000,10.852422363537386,1024,10000,0.95,1000,0.000453679125097282,medium,4,PRUNED
357,357,-372.4999084472656,2021-07-02 17:29:39.825309,2021-07-02 17:30:48.120857,0 days 00:01:08.295548000,10.873387370713079,1024,10000,0.95,1000,0.0004668340335920824,medium,4,PRUNED
358,358,257.19744873046875,2021-07-02 17:30:09.178619,2021-07-02 17:30:36.926343,0 days 00:00:27.747724000,11.407423452810498,256,10000,0.98,1000,0.0004270874334834979,medium,1000,PRUNED
359,359,0.270629346370697,2021-07-02 17:30:36.929292,2021-07-02 17:30:44.765485,0 days 00:00:07.836193000,10.861946126866448,256,10000,0.95,20000,0.00030267778063415503,medium,5,PRUNED
360,360,508.94122314453125,2021-07-02 17:30:44.766272,2021-07-02 17:33:34.621335,0 days 00:02:49.855063000,10.772826288698345,256,10000,0.95,1000,0.00025446504346622454,medium,4,COMPLETE
361,361,305.6825866699219,2021-07-02 17:30:48.121618,2021-07-02 17:31:42.260860,0 days 00:00:54.139242000,9.556381206267673,256,10000,0.95,0,0.0003675341857055658,medium,4,PRUNED
362,362,311.3848571777344,2021-07-02 17:31:42.264122,2021-07-02 17:32:39.057218,0 days 00:00:56.793096000,10.35851491863972,256,10000,0.999,0,0.0002567121798998028,medium,4,PRUNED
363,363,341.6284484863281,2021-07-02 17:31:43.211953,2021-07-02 17:32:36.333059,0 days 00:00:53.121106000,10.399628966587741,256,10000,0.999,0,0.00024192477800878432,medium,800,PRUNED
364,364,231.51449584960938,2021-07-02 17:32:36.337716,2021-07-02 17:33:21.144164,0 days 00:00:44.806448000,10.696703526132215,256,50000,0.99,0,0.00019776418965137995,medium,100,PRUNED
365,365,294.96917724609375,2021-07-02 17:32:39.057822,2021-07-02 17:33:33.072863,0 days 00:00:54.015041000,9.38989351814726,256,10000,0.99,0,0.00012214585472332043,medium,100,PRUNED
366,366,0.270629346370697,2021-07-02 17:33:21.145260,2021-07-02 17:33:27.470762,0 days 00:00:06.325502000,10.691132406785986,256,10000,0.95,10000,0.00029706948520907145,medium,10,PRUNED
367,367,-0.4577859044075012,2021-07-02 17:33:27.471402,2021-07-02 17:34:28.966870,0 days 00:01:01.495468000,9.421171809757844,256,10000,0.95,0,0.00012338093282131447,medium,5000,PRUNED
368,368,-2.317542552947998,2021-07-02 17:33:33.073817,2021-07-02 17:34:08.719912,0 days 00:00:35.646095000,10.518902788150058,256,10000,0.95,1000,0.00036562451345779483,medium,4,PRUNED
369,369,59.339698791503906,2021-07-02 17:33:34.622579,2021-07-02 17:34:28.455585,0 days 00:00:53.833006000,10.489460321874175,256,10000,0.95,1000,0.00035660904361454776,medium,5000,PRUNED
370,370,425.16278076171875,2021-07-02 17:34:08.720996,2021-07-02 17:37:39.593049,0 days 00:03:30.872053000,11.265232572275043,256,10000,0.95,1000,0.00015279890369427184,medium,5000,COMPLETE
371,371,105.0117416381836,2021-07-02 17:34:28.458723,2021-07-02 17:35:24.857996,0 days 00:00:56.399273000,6.021010103432136,256,10000,0.95,1000,0.00014738354014118144,medium,4,PRUNED
372,372,376.7476501464844,2021-07-02 17:34:28.968707,2021-07-02 17:35:26.614626,0 days 00:00:57.645919000,11.001753739834538,256,10000,0.95,1000,0.0006808443896674591,medium,4,PRUNED
373,373,-0.29720810055732727,2021-07-02 17:35:24.860765,2021-07-02 17:36:23.169167,0 days 00:00:58.308402000,11.301357419535634,256,10000,0.95,1000,0.00028445462402356634,medium,5,PRUNED
374,374,329.4903259277344,2021-07-02 17:35:26.615766,2021-07-02 17:36:22.052413,0 days 00:00:55.436647000,10.722122920536055,256,10000,0.95,1000,0.0005300893350454011,medium,50,PRUNED
375,375,-0.6563830375671387,2021-07-02 17:36:22.054611,2021-07-02 17:37:02.176102,0 days 00:00:40.121491000,11.314373707766316,256,10000,0.95,1000,0.00027792594607102425,medium,5,PRUNED
376,376,31.1694393157959,2021-07-02 17:36:23.170071,2021-07-02 17:37:27.076760,0 days 00:01:03.906689000,4.703169198078956,256,10000,0.95,1000,0.0001951365589069641,medium,4,PRUNED
377,377,306.95513916015625,2021-07-02 17:37:02.177264,2021-07-02 17:37:37.060586,0 days 00:00:34.883322000,10.608423117010869,256,10000,0.95,5000,0.00021552444613011482,medium,4,PRUNED
378,378,231.3811492919922,2021-07-02 17:37:27.079105,2021-07-02 17:38:09.728692,0 days 00:00:42.649587000,10.574892736963205,256,10000,0.99,1000,0.0003869087776084207,medium,10,PRUNED
379,379,-301.38031005859375,2021-07-02 17:37:37.061398,2021-07-02 17:38:23.900342,0 days 00:00:46.838944000,10.985359824677463,256,10000,0.99,1000,0.0004089860933458905,medium,10,PRUNED
380,380,341.70782470703125,2021-07-02 17:37:39.594258,2021-07-02 17:38:24.661119,0 days 00:00:45.066861000,10.206487888026299,256,10000,0.99,1000,0.00042558584267053987,medium,10,PRUNED
381,381,338.19097900390625,2021-07-02 17:38:09.730069,2021-07-02 17:39:19.000674,0 days 00:01:09.270605000,10.254486964775495,256,10000,0.9,1000,0.0005184887778395203,medium,50,PRUNED
382,382,0.270629346370697,2021-07-02 17:38:23.902250,2021-07-02 17:38:52.815069,0 days 00:00:28.912819000,10.772738319838522,256,10000,0.9,10000,0.00032093305539661066,medium,50,PRUNED
383,383,0.270629346370697,2021-07-02 17:38:24.662758,2021-07-02 17:38:52.225684,0 days 00:00:27.562926000,10.754840364634463,256,10000,0.9,10000,0.00031904151296930494,medium,50,PRUNED
384,384,644.3556518554688,2021-07-02 17:38:52.228618,2021-07-02 17:41:25.565115,0 days 00:02:33.336497000,11.125284098746317,256,10000,0.95,0,0.00024427012281521854,medium,4,COMPLETE
385,385,434.4840393066406,2021-07-02 17:38:52.816637,2021-07-02 17:41:34.165657,0 days 00:02:41.349020000,11.128568675692456,256,10000,0.95,0,0.0005311965632428792,medium,4,COMPLETE
386,386,388.80926513671875,2021-07-02 17:39:19.002949,2021-07-02 17:42:17.266577,0 days 00:02:58.263628000,10.924851633874141,512,10000,0.95,0,0.00023837432533768726,medium,4,PRUNED
387,387,0.270629346370697,2021-07-02 17:41:25.568098,2021-07-02 17:42:25.123532,0 days 00:00:59.555434000,11.012479243526077,512,10000,0.95,0,0.03747542898268641,medium,4,PRUNED
388,388,-401.71875,2021-07-02 17:41:34.167400,2021-07-02 17:42:32.030490,0 days 00:00:57.863090000,10.922186455326596,512,10000,0.95,0,0.04114051217980348,medium,4,PRUNED
