0,150,0,-0.00613778
1,150,0.0501451,-0.0194808
2,150,0.100226,-0.0346918
3,150,0.150305,-0.051037
4,150,0.200366,-0.0679159
5,150,0.250446,-0.084728
6,150,0.300596,-0.10154
7,150,0.350662,-0.118686
8,150,0.40074,-0.135632
9,150,0.450818,-0.15231
10,150,0.500898,-0.169189
11,150,0.55097,-0.186268
12,150,0.601051,-0.20308
13,150,0.65113,-0.219893
14,150,0.70123,-0.236972
15,150,0.75131,-0.253717
16,150,0.801388,-0.270262
17,150,0.851473,-0.287341
18,150,0.901552,-0.30402
19,150,0.951632,-0.320699
20,150,1.00193,-0.337578
21,150,1.05202,-0.354523
22,150,1.10211,-0.371736
23,150,1.15219,-0.388215
24,150,1.20227,-0.405294
25,150,1.25235,-0.421972
26,150,1.30243,-0.438518
27,150,1.35252,-0.455196
28,150,1.4026,-0.471875
29,150,1.45268,-0.488154
30,150,1.50276,-0.504832
