0,-200,0,0.00813923
1,-200,0.0501549,0.025752
2,-200,0.100293,0.0459666
3,-200,0.150385,0.0673154
4,-200,0.200455,0.0889311
5,-200,0.250527,0.110747
6,-200,0.300597,0.132696
7,-200,0.350668,0.154779
8,-200,0.40074,0.176661
9,-200,0.450811,0.198677
10,-200,0.500882,0.22076
11,-200,0.550952,0.242709
12,-200,0.601024,0.264792
13,-200,0.651094,0.286741
14,-200,0.701165,0.308757
15,-200,0.751236,0.330639
16,-200,0.801305,0.352655
17,-200,0.851399,0.374872
18,-200,0.901496,0.396687
19,-200,0.951594,0.41897
20,-200,1.00168,0.440652
21,-200,1.05177,0.463002
22,-200,1.10187,0.484818
23,-200,1.15197,0.506834
