,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_target_update_interval,state
386,386,380.9691162109375,2021-06-16 20:39:58.274008,2021-06-16 20:41:53.518425,0 days 00:01:55.244417000,1024,50000,0.08706168435429174,0.2548837752507236,0.995,1000,0.001864809696996174,small,1500,PRUNED
387,387,796.913818359375,2021-06-16 20:40:36.740620,2021-06-16 20:42:29.752568,0 days 00:01:53.011948000,1024,50000,0.09896367074135534,0.4707536132889571,0.99,1000,0.00024833960070492334,small,1000,PRUNED
388,388,815.7223510742188,2021-06-16 20:41:53.519366,2021-06-16 20:43:25.452390,0 days 00:01:31.933024000,1024,50000,0.09733213959938782,0.4711145459496036,0.99,5000,0.00022769925273458604,small,1000,PRUNED
389,389,1381.744873046875,2021-06-16 20:42:29.753579,2021-06-16 20:47:19.885515,0 days 00:04:50.131936000,1024,50000,0.12467960327495363,0.182730535254423,0.99,0,0.00144357949171275,small,1000,PRUNED
390,390,1141.7130126953125,2021-06-16 20:43:25.453556,2021-06-16 20:46:48.707050,0 days 00:03:23.253494000,256,50000,0.12442938568613929,0.22977590676856588,0.9999,0,0.0015178384001753166,small,1000,PRUNED
391,391,1426.267333984375,2021-06-16 20:43:55.176605,2021-06-16 20:47:12.930941,0 days 00:03:17.754336000,256,500000,0.12531043852954335,0.23049492530572754,0.99,0,0.0003096169490440481,small,1000,PRUNED
392,392,600.5554809570312,2021-06-16 20:46:48.708119,2021-06-16 20:48:58.247633,0 days 00:02:09.539514000,1024,500000,0.11703989706649146,0.18247340492823888,0.99,0,0.00031244398984751643,small,1000,PRUNED
393,393,1421.374755859375,2021-06-16 20:47:12.931793,2021-06-16 20:50:52.767285,0 days 00:03:39.835492000,1024,50000,0.11663938024514395,0.17305990222707235,0.99,5000,0.0002006712779083619,small,1500,PRUNED
394,394,848.25146484375,2021-06-16 20:47:19.886456,2021-06-16 20:48:55.926812,0 days 00:01:36.040356000,1024,50000,0.11756583820316745,0.1714267699336641,0.999,5000,0.0003963770171892945,small,1500,PRUNED
395,395,792.8468627929688,2021-06-16 20:48:55.928591,2021-06-16 20:51:47.953830,0 days 00:02:52.025239000,1024,50000,0.10256521273130449,0.4428693410606464,0.99,5000,0.0001381281423569063,medium,1000,PRUNED
396,396,796.7407836914062,2021-06-16 20:48:58.248743,2021-06-16 20:52:37.471489,0 days 00:03:39.222746000,1024,50000,0.11308442143105961,0.20845882053660605,0.99,5000,0.0001963444285641997,small,1500,PRUNED
397,397,-404.59521484375,2021-06-16 20:50:52.768430,2021-06-16 20:50:57.198782,0 days 00:00:04.430352000,1024,50000,0.10303004419859782,0.43809235798064156,0.999,20000,0.0007713985297764851,medium,1000,PRUNED
398,398,1396.6495361328125,2021-06-16 20:50:57.199803,2021-06-16 20:54:04.652703,0 days 00:03:07.452900000,512,50000,0.11299238957070351,0.224199777668875,0.99,5000,0.001036553567965908,small,1000,PRUNED
399,399,780.1475219726562,2021-06-16 20:51:47.954949,2021-06-16 20:53:38.273827,0 days 00:01:50.318878000,512,50000,0.06965521836103608,0.20694646555123136,0.99,0,0.00048624032461949305,small,1500,PRUNED
400,400,830.6527099609375,2021-06-16 20:52:37.472417,2021-06-16 20:54:27.472196,0 days 00:01:49.999779000,512,50000,0.08597906948984918,0.27053590546746825,0.9,0,0.0005049050526307761,small,1000,PRUNED
401,401,1402.7633056640625,2021-06-16 20:53:38.276325,2021-06-16 20:57:52.714625,0 days 00:04:14.438300000,1024,50000,0.09141639152683874,0.4619140246559624,0.9,0,0.001056519006940915,small,1000,PRUNED
402,402,798.1770629882812,2021-06-16 20:54:04.653811,2021-06-16 20:56:08.823438,0 days 00:02:04.169627000,1024,50000,0.09152281560496542,0.25052131518187626,0.999,0,0.00026561725183951105,small,1000,PRUNED
403,403,177.28640747070312,2021-06-16 20:54:27.473388,2021-06-16 20:58:41.853622,0 days 00:04:14.380234000,1024,100000,0.0950933506695069,0.21831507323174157,0.999,0,0.00025756602860312386,small,10000,PRUNED
404,404,632.265869140625,2021-06-16 20:56:08.824341,2021-06-16 20:58:19.983682,0 days 00:02:11.159341000,1024,100000,0.09487516826352708,0.21800184156083866,0.999,0,0.0006267700596379958,small,10000,PRUNED
405,405,763.0360717773438,2021-06-16 20:57:52.715758,2021-06-16 20:59:33.135041,0 days 00:01:40.419283000,1024,100000,0.09856671841826341,0.20007700316404722,0.999,5000,0.00016582863247351076,small,1500,PRUNED
406,406,818.8931274414062,2021-06-16 20:58:19.985244,2021-06-16 20:59:57.316939,0 days 00:01:37.331695000,1024,50000,0.1083787169249992,0.4259497072401538,0.99,5000,0.00015358000737776328,small,1500,PRUNED
407,407,687.8502197265625,2021-06-16 20:58:41.854479,2021-06-16 21:00:16.740427,0 days 00:01:34.885948000,1024,50000,0.10838593592655697,0.42558949917920647,0.99,5000,0.0001441628485258333,small,1500,PRUNED
408,408,1434.1461181640625,2021-06-16 20:59:33.136154,2021-06-16 21:05:32.724034,0 days 00:05:59.587880000,1024,50000,0.10772966116656825,0.23638805665168403,0.99,5000,0.0003762580847424291,small,1000,COMPLETE
409,409,786.5931396484375,2021-06-16 20:59:57.318295,2021-06-16 21:04:06.601911,0 days 00:04:09.283616000,1024,50000,0.10212377996806804,0.23567265928558198,0.99,0,2.720779208520726e-05,small,1000,PRUNED
410,410,757.6316528320312,2021-06-16 21:00:16.741316,2021-06-16 21:02:20.483038,0 days 00:02:03.741722000,1024,50000,0.1210806798840687,0.23814480862615514,0.99,0,0.00036899638953300727,small,1000,PRUNED
411,411,1433.78076171875,2021-06-16 21:02:20.485015,2021-06-16 21:08:46.686218,0 days 00:06:26.201203000,1024,50000,0.10237645095382862,0.26315202806265886,0.99,1000,0.00021925631904291064,small,1000,COMPLETE
412,412,1435.222900390625,2021-06-16 21:04:06.603643,2021-06-16 21:10:34.447200,0 days 00:06:27.843557000,1024,50000,0.1826815827079732,0.18957712804537488,0.99,1000,0.0002152766484701012,small,1000,COMPLETE
413,413,-96.10176086425781,2021-06-16 21:05:32.725336,2021-06-16 21:07:33.992190,0 days 00:02:01.266854000,1024,50000,0.1126766269772777,0.26040180059971346,0.99,1000,0.021041415889849775,small,1000,PRUNED
414,414,-404.59521484375,2021-06-16 21:07:33.993634,2021-06-16 21:07:40.686707,0 days 00:00:06.693073000,1024,50000,0.11889302865336106,0.24717461411532077,0.999,20000,0.0004169401145976944,small,1000,PRUNED
415,415,759.8584594726562,2021-06-16 21:07:40.688615,2021-06-16 21:09:21.322746,0 days 00:01:40.634131000,1024,50000,0.10680185534368528,0.22725232613680807,0.99,5000,0.00045222293285305707,small,1000,PRUNED
416,416,1429.8885498046875,2021-06-16 21:08:46.688370,2021-06-16 21:13:12.925146,0 days 00:04:26.236776000,1024,50000,0.18513090451746325,0.22589005056922115,0.99,1000,0.00035788806494316705,small,1000,PRUNED
417,417,802.62255859375,2021-06-16 21:09:21.324118,2021-06-16 21:11:44.170014,0 days 00:02:22.845896000,1024,50000,0.10988397218060672,0.2383204180341272,0.99,1000,0.00030491432772204594,small,1,PRUNED
418,418,804.353759765625,2021-06-16 21:10:34.449089,2021-06-16 21:12:41.415216,0 days 00:02:06.966127000,1024,50000,0.10553700189857076,0.1929193340800552,0.99,1000,0.0003328376517833344,small,1500,PRUNED
419,419,804.7662963867188,2021-06-16 21:11:44.171323,2021-06-16 21:13:50.775951,0 days 00:02:06.604628000,1024,50000,0.10535078162006266,0.19090203581056175,0.99,1000,0.00034843442500206095,small,1500,PRUNED
420,420,-315.9305725097656,2021-06-16 21:12:41.416226,2021-06-16 21:14:07.497862,0 days 00:01:26.081636000,256,500000,0.16339276309876022,0.2085631797811256,0.99,1000,0.00023865431925666202,small,1000,PRUNED
421,421,-287.01141357421875,2021-06-16 21:13:12.926368,2021-06-16 21:15:11.855522,0 days 00:01:58.929154000,1024,500000,0.19851944728377527,0.09433791801600369,0.99,1000,0.00024799452566123505,small,1500,PRUNED
422,422,229.99639892578125,2021-06-16 21:13:50.777009,2021-06-16 21:15:37.064759,0 days 00:01:46.287750000,1024,500000,0.16084578043974113,0.21016564624343814,0.99,1000,0.0002519784023682914,small,1000,PRUNED
423,423,-0.3904303312301636,2021-06-16 21:14:07.499015,2021-06-16 21:17:29.886643,0 days 00:03:22.387628000,1024,50000,0.18798992941956108,0.19985923750509163,0.99,1000,0.00027509250805786103,medium,200,PRUNED
424,424,1414.0682373046875,2021-06-16 21:15:11.856535,2021-06-16 21:26:30.118414,0 days 00:11:18.261879000,1024,50000,0.10961527858328772,0.21320499157706063,0.99,1000,0.00020451611102224055,medium,200,COMPLETE
425,425,1430.362060546875,2021-06-16 21:15:37.065672,2021-06-16 21:22:50.503084,0 days 00:07:13.437412000,1024,50000,0.18336068046864437,0.25229377464859004,0.99,1000,0.0001917202014953211,medium,200,PRUNED
426,426,801.7755737304688,2021-06-16 21:17:29.887846,2021-06-16 21:19:11.982033,0 days 00:01:42.094187000,1024,50000,0.10196069246498192,0.2521063741254886,0.99,1000,0.00011549514877434909,small,1000,PRUNED
427,427,1430.0555419921875,2021-06-16 21:19:11.983787,2021-06-16 21:24:42.791387,0 days 00:05:30.807600000,1024,50000,0.10852140563462329,0.22092616675066432,0.99,1000,0.00018923348938853105,small,1000,COMPLETE
428,428,823.2313842773438,2021-06-16 21:22:50.504445,2021-06-16 21:24:41.806109,0 days 00:01:51.301664000,1024,50000,0.17628171521492142,0.2232895546226419,0.99,1000,0.00039632703099384175,small,1000,PRUNED
429,429,709.4253540039062,2021-06-16 21:24:41.807756,2021-06-16 21:26:35.246195,0 days 00:01:53.438439000,1024,50000,0.14848297381974437,0.2325696325622886,0.99,1000,0.00020237102614347098,small,1500,PRUNED
430,430,725.6756591796875,2021-06-16 21:24:42.792642,2021-06-16 21:26:37.124180,0 days 00:01:54.331538000,1024,50000,0.06509743099625645,0.23584019132647144,0.99,1000,9.614198084902406e-05,small,1500,PRUNED
431,431,773.9996948242188,2021-06-16 21:26:30.120034,2021-06-16 21:29:00.834522,0 days 00:02:30.714488000,1024,50000,0.06437316693140353,0.2339765077246375,0.99,1000,0.0012968189776005601,small,1500,PRUNED
432,432,0.11717809736728668,2021-06-16 21:26:35.246939,2021-06-16 21:28:12.278887,0 days 00:01:37.031948000,128,50000,0.11300947376620271,0.199427477929494,0.95,1000,8.958663435915122e-05,small,5000,PRUNED
433,433,787.6307373046875,2021-06-16 21:26:37.125285,2021-06-16 21:27:31.622765,0 days 00:00:54.497480000,128,50000,0.11293986597688715,0.2410834550654487,0.95,10000,0.0002933164491151771,small,1000,PRUNED
434,434,-404.59521484375,2021-06-16 21:27:31.623838,2021-06-16 21:27:36.611611,0 days 00:00:04.987773000,1024,100000,0.1027887169832379,0.20060526657702477,0.98,20000,0.0004541161468529953,small,1000,PRUNED
435,435,719.74609375,2021-06-16 21:27:36.612506,2021-06-16 21:29:19.330685,0 days 00:01:42.718179000,256,50000,0.08024689638441372,0.038615918782519854,0.99,1000,0.0013847617974761552,small,1000,PRUNED
436,436,-311.8258056640625,2021-06-16 21:28:12.281027,2021-06-16 21:31:40.860358,0 days 00:03:28.579331000,256,50000,0.08298181377947819,0.30595942751773825,0.99,0,0.00029054532896754853,small,1000,PRUNED
437,437,1414.1529541015625,2021-06-16 21:29:00.835738,2021-06-16 21:32:28.438058,0 days 00:03:27.602320000,256,50000,0.08213191542743152,0.047258186615255826,0.99,0,0.0005629736762654433,small,1000,PRUNED
438,438,1406.8101806640625,2021-06-16 21:29:19.332155,2021-06-16 21:36:22.370765,0 days 00:07:03.038610000,1024,50000,0.1692158080069091,0.1844542141338916,0.99,0,0.0002967307121804576,small,1000,COMPLETE
439,439,1399.4378662109375,2021-06-16 21:31:40.861438,2021-06-16 21:36:01.405967,0 days 00:04:20.544529000,1024,50000,0.0985583299203646,0.2167186264204223,0.99,0,0.0003760576682795861,small,1000,PRUNED
440,440,780.2206420898438,2021-06-16 21:32:28.439380,2021-06-16 21:34:34.312977,0 days 00:02:05.873597000,1024,50000,0.10021033749837167,0.18824177819351326,0.99,0,0.0003638652323844166,small,1500,PRUNED
441,441,836.1542358398438,2021-06-16 21:34:34.314318,2021-06-16 21:36:13.567244,0 days 00:01:39.252926000,1024,50000,0.10589093075012507,0.2645819774178933,0.99,5000,0.00012936486702399636,small,1000,PRUNED
442,442,1396.7781982421875,2021-06-16 21:36:01.407945,2021-06-16 21:42:35.022768,0 days 00:06:33.614823000,1024,50000,0.10472480675033707,0.21106615474596555,0.9999,5000,0.00013459850527152488,small,1000,COMPLETE
443,443,796.6057739257812,2021-06-16 21:36:13.568441,2021-06-16 21:37:59.213296,0 days 00:01:45.644855000,1024,100000,0.10377474223274093,0.22222381512788844,0.9999,5000,0.0001599557079361,small,1500,PRUNED
444,444,773.7242431640625,2021-06-16 21:36:22.372620,2021-06-16 21:37:41.204653,0 days 00:01:18.832033000,512,100000,0.10480703277488732,0.22304348689456263,0.9999,5000,0.00017281550292466626,small,1500,PRUNED
445,445,-404.4868469238281,2021-06-16 21:37:41.205756,2021-06-16 21:37:46.088408,0 days 00:00:04.882652000,1024,50000,0.05937864985713531,0.2075904998385653,0.99,20000,0.00024447414389512737,small,1000,PRUNED
446,446,833.4789428710938,2021-06-16 21:37:46.089272,2021-06-16 21:39:26.673491,0 days 00:01:40.584219000,1024,50000,0.15273983134725308,0.12006183858083705,0.99,5000,0.0002175410038730334,small,1500,PRUNED
447,447,817.21435546875,2021-06-16 21:37:59.214721,2021-06-16 21:40:05.874489,0 days 00:02:06.659768000,1024,50000,0.11376160899175053,0.21091576998199485,0.99,0,0.00046319667509384744,small,1000,PRUNED
448,448,837.92822265625,2021-06-16 21:39:26.675444,2021-06-16 21:41:40.806268,0 days 00:02:14.130824000,1024,50000,0.11443012928992313,0.4106999480507375,0.99,0,0.00043842708928989825,small,1000,PRUNED
449,449,1399.2340087890625,2021-06-16 21:40:05.876206,2021-06-16 21:48:31.680707,0 days 00:08:25.804501000,1024,50000,0.09805202892114592,0.24390121424439168,0.99,0,0.0011394504605800368,small,1,COMPLETE
450,450,812.4611206054688,2021-06-16 21:41:40.807359,2021-06-16 21:44:03.013072,0 days 00:02:22.205713000,1024,50000,0.10983408425335932,0.24552371105634638,0.99,1000,0.0002233315725759529,small,1000,PRUNED
451,451,810.9093017578125,2021-06-16 21:42:35.024673,2021-06-16 21:45:21.456434,0 days 00:02:46.431761000,1024,50000,0.09825480016815255,0.24338768232776128,0.99,1000,0.00023052497296805732,small,1,PRUNED
452,452,679.6908569335938,2021-06-16 21:44:03.014096,2021-06-16 21:46:58.207093,0 days 00:02:55.192997000,1024,50000,0.14077994541133793,0.0780692824100486,0.99,0,0.0003066750228197789,small,1,PRUNED
453,453,850.1266479492188,2021-06-16 21:45:21.457605,2021-06-16 21:47:50.963554,0 days 00:02:29.505949000,1024,50000,0.0944560441023949,0.23001201476670904,0.99,0,0.0011892573578595601,small,1500,PRUNED
454,454,1406.614501953125,2021-06-16 21:46:58.208056,2021-06-16 21:51:43.489705,0 days 00:04:45.281649000,1024,50000,0.08839448177879544,0.22914941129146268,0.99,0,0.0010877857123211994,small,1500,PRUNED
455,455,-0.5441951155662537,2021-06-16 21:47:50.964475,2021-06-16 21:49:07.295856,0 days 00:01:16.331381000,1024,50000,0.07149676666347493,0.1901230881116115,0.995,10000,0.0015934005900052183,small,1000,PRUNED
456,456,-0.17829079926013947,2021-06-16 21:48:31.682142,2021-06-16 21:49:45.180439,0 days 00:01:13.498297000,1024,50000,0.09007430944680912,0.19685214089766231,0.995,10000,0.0022161510499610466,small,1000,PRUNED
457,457,648.2319946289062,2021-06-16 21:49:07.297523,2021-06-16 21:50:26.439871,0 days 00:01:19.142348000,512,50000,0.0875883961895774,0.43201041854538513,0.99,5000,0.00017735900157927,small,1500,PRUNED
458,458,808.0844116210938,2021-06-16 21:49:45.181627,2021-06-16 21:51:09.410250,0 days 00:01:24.228623000,512,50000,0.1172537170566986,0.2303880856474405,0.99,5000,0.0005628404268117072,small,1500,PRUNED
459,459,-1.7006806135177612,2021-06-16 21:50:26.441136,2021-06-16 21:52:06.730802,0 days 00:01:40.289666000,1024,50000,0.11659731344175032,0.2779623908535057,0.95,5000,1.3068887537655555e-05,small,1000,PRUNED
460,460,-6.983597278594971,2021-06-16 21:51:09.411932,2021-06-16 21:51:15.904290,0 days 00:00:06.492358000,1024,100000,0.10986442968824053,0.21787313093125377,0.95,20000,0.011086467597071239,small,1000,PRUNED
461,461,855.9487915039062,2021-06-16 21:51:15.905632,2021-06-16 21:53:19.430349,0 days 00:02:03.524717000,1024,500000,0.099722823477994,0.2592258292023646,0.99,0,0.0003441096013025085,small,1000,PRUNED
462,462,1421.6905517578125,2021-06-16 21:51:43.491641,2021-06-16 21:55:31.304634,0 days 00:03:47.812993000,1024,500000,0.10159890119441023,0.2821243578930339,0.98,5000,0.0003560424447500661,small,1000,PRUNED
463,463,1436.9591064453125,2021-06-16 21:52:06.732274,2021-06-16 21:58:19.529194,0 days 00:06:12.796920000,1024,500000,0.10141755211681583,0.25443070396487993,0.99,0,0.0003499119152394743,small,1000,COMPLETE
464,464,191.65524291992188,2021-06-16 21:53:19.431586,2021-06-16 21:55:18.416625,0 days 00:01:58.985039000,1024,50000,0.10738272918508834,0.1595357057504626,0.99,1000,0.00027313217342343044,small,5000,PRUNED
465,465,648.5131225585938,2021-06-16 21:55:18.417891,2021-06-16 21:56:47.176274,0 days 00:01:28.758383000,1024,50000,0.10214465099620348,0.1788915008523405,0.99,5000,0.00016044659031545528,small,1000,PRUNED
466,466,1422.6595458984375,2021-06-16 21:55:31.305809,2021-06-16 22:02:47.331923,0 days 00:07:16.026114000,1024,50000,0.11255925501230093,0.19993372980185506,0.99,0,0.00016785063047048543,medium,1000,PRUNED
467,467,784.560546875,2021-06-16 21:56:47.178127,2021-06-16 22:00:19.799742,0 days 00:03:32.621615000,1024,50000,0.0948155835454728,0.2004242077958376,0.99,0,0.0008731931291722345,medium,1500,PRUNED
468,468,1425.945068359375,2021-06-16 21:58:19.530533,2021-06-16 22:05:47.045325,0 days 00:07:27.514792000,1024,500000,0.09717147027116713,0.257539928998309,0.99,0,0.0008242376811047163,medium,1500,PRUNED
469,469,179.4648895263672,2021-06-16 22:00:19.801110,2021-06-16 22:02:00.942654,0 days 00:01:41.141544000,1024,500000,0.09681481315892149,0.262715971666138,0.9,0,0.00025961019520514715,small,10000,PRUNED
470,470,630.0430908203125,2021-06-16 22:02:00.943912,2021-06-16 22:03:50.598794,0 days 00:01:49.654882000,1024,500000,0.10745888008945109,0.2525829322659666,0.99,0,0.00020837212004620265,small,1000,PRUNED
471,471,324.88458251953125,2021-06-16 22:02:47.333043,2021-06-16 22:04:42.754738,0 days 00:01:55.421695000,1024,500000,0.10608734688312754,0.2432470214509975,0.99,0,0.00021467470998943816,small,200,PRUNED
472,472,1427.6065673828125,2021-06-16 22:03:50.599918,2021-06-16 22:07:53.391223,0 days 00:04:02.791305000,1024,500000,0.10026089736611157,0.2707847654209171,0.99,0,0.0002779099771415499,small,200,PRUNED
473,473,781.0244140625,2021-06-16 22:04:42.755661,2021-06-16 22:06:39.985505,0 days 00:01:57.229844000,1024,500000,0.10010485700166254,0.269026095412306,0.99,0,0.0002839165804583118,small,1500,PRUNED
474,474,-19.040740966796875,2021-06-16 22:05:47.046468,2021-06-16 22:07:49.585854,0 days 00:02:02.539386000,1024,500000,0.09281843447294945,0.21823848149650893,0.99,0,0.00011354606000834617,small,1000,PRUNED
475,475,886.863037109375,2021-06-16 22:06:39.987221,2021-06-16 22:10:55.999278,0 days 00:04:16.012057000,1024,500000,0.0932036687568611,0.2396661405388687,0.99,0,4.516212283795689e-05,small,1000,PRUNED
476,476,1425.424072265625,2021-06-16 22:07:49.587432,2021-06-16 22:12:30.324161,0 days 00:04:40.736729000,1024,500000,0.1026119859470602,0.29661543963542625,0.99,0,0.00041999647140690663,small,1000,PRUNED
477,477,751.4183349609375,2021-06-16 22:07:53.392067,2021-06-16 22:09:55.630502,0 days 00:02:02.238435000,1024,100000,0.10366465537887164,0.237177665117057,0.99,0,0.0017414813480879341,small,1000,PRUNED
